reward_type_4,reward_num_5,reward_num_1,reward_id_5,reward_num_3,reward_group_id,reward_type_2,reward_type_1,reward_id_2,reward_num_4,reward_num_2,reward_id_1,reward_id_4,reward_type_3,reward_type_5,reward_id_3
0,0,1,0,0,110060031,4,4,113252,0,1,123193,0,0,0,0
0,0,1,0,0,110060041,4,4,113012,0,1,123132,0,0,0,0
0,0,1,0,0,110060051,4,4,123072,0,1,113013,0,0,0,0
0,0,1,0,0,110060061,4,4,113222,0,1,123042,0,0,0,0
0,0,1,0,0,110060071,4,4,123041,0,1,113283,0,0,0,0
0,0,1,0,0,110060081,4,4,113522,0,1,123343,0,0,0,0
0,0,1,0,0,110060091,4,4,113552,0,1,113372,0,0,0,0
0,0,1,0,0,110060101,4,4,123582,0,1,113553,0,0,0,0
0,0,1,0,0,110060111,4,4,113013,0,1,113614,0,0,0,0
0,0,1,0,0,110060121,4,4,123193,0,1,123583,0,0,0,0
0,0,1,0,0,110060131,4,4,123042,0,1,124131,0,0,0,0
0,0,1,0,0,110060141,4,4,124251,0,1,124101,0,0,0,0
0,0,1,0,0,110070011,4,4,123432,0,1,113222,0,0,0,0
0,0,1,0,0,110070021,4,4,123072,0,1,113013,0,0,0,0
0,0,1,0,0,110070031,4,4,123132,0,1,124251,0,0,0,0
0,0,1,0,0,110070041,4,4,124131,0,1,114011,0,0,0,0
0,0,1,0,0,110070051,4,4,114191,0,1,124101,0,0,0,0
0,0,1,0,0,110070061,4,4,124071,0,1,124161,0,0,0,0
0,0,1,0,0,110070071,4,4,114221,0,1,114041,0,0,0,0
0,0,1,0,0,110070081,4,4,124251,0,1,114011,0,0,0,0
0,0,1,0,0,110070091,4,4,124101,0,1,114281,0,0,0,0
0,0,1,0,0,110070101,4,4,124161,0,1,114221,0,0,0,0
0,0,1,0,0,110070111,4,4,114041,0,1,124311,0,0,0,0
0,0,1,0,0,110070121,4,4,124071,0,1,114341,0,0,0,0
0,0,1,0,0,110070131,4,4,114191,0,1,114371,0,0,0,0
0,0,1,0,0,110070141,4,4,124131,0,1,124401,0,0,0,0
0,0,1,0,0,110080011,4,4,114011,0,1,114041,0,0,0,0
0,0,1,0,0,110080021,4,4,124161,0,1,124131,0,0,0,0
0,0,1,0,0,110080031,4,4,124071,0,1,124101,0,0,0,0
0,0,1,0,0,110080041,4,4,114221,0,1,114191,0,0,0,0
0,0,1,0,0,110080051,4,4,114011,0,1,114281,0,0,0,0
0,0,1,0,0,110080061,4,4,114041,0,1,124311,0,0,0,0
0,0,1,0,0,110080071,4,4,114221,0,1,114341,0,0,0,0
0,0,1,0,0,110080081,4,4,114191,0,1,124431,0,0,0,0
0,0,1,0,0,110080091,4,4,124131,0,1,124521,0,0,0,0
0,0,1,0,0,110080101,4,4,114011,0,1,124401,0,0,0,0
0,0,1,0,0,110080111,4,4,124101,0,1,114371,0,0,0,0
0,0,1,0,0,110080121,4,4,124251,0,1,114341,0,0,0,0
0,0,1,0,0,110080131,4,4,124071,0,1,124491,0,0,0,0
0,0,1,0,0,110080141,4,4,114221,0,1,114461,0,0,0,0
0,0,1,0,0,110080151,4,4,124161,0,1,114371,0,0,0,0
0,0,1,0,0,110090011,4,4,124071,0,1,124251,0,0,0,0
0,0,1,0,0,110090021,4,4,114221,0,1,114011,0,0,0,0
0,0,1,0,0,110090031,4,4,124161,0,1,114191,0,0,0,0
0,0,1,0,0,110090041,4,4,124311,0,1,114162,0,0,0,0
0,0,1,0,0,110090051,4,4,114072,0,1,114012,0,0,0,0
0,0,1,0,0,110090061,4,4,114102,0,1,124192,0,0,0,0
0,0,1,0,0,110090071,4,4,114252,0,1,114132,0,0,0,0
0,0,1,0,0,110090081,4,4,124042,0,1,114222,0,0,0,0
0,0,1,0,0,110090091,4,4,114461,0,1,114072,0,0,0,0
0,0,1,0,0,110090101,4,4,114132,0,1,114162,0,0,0,0
0,0,1,0,0,110090111,4,4,124431,0,1,114012,0,0,0,0
0,0,1,0,0,110090121,4,4,124192,0,1,114102,0,0,0,0
0,0,1,0,0,110090131,4,4,124491,0,1,114252,0,0,0,0
0,0,1,0,0,110090141,4,4,114222,0,1,124042,0,0,0,0
0,0,1,0,0,110090151,4,4,114252,0,1,114012,0,0,0,0
0,0,1,0,0,110100011,4,4,114012,0,1,124192,0,0,0,0
0,0,1,0,0,110100021,4,4,114162,0,1,114222,0,0,0,0
0,0,1,0,0,110100031,4,4,114132,0,1,114252,0,0,0,0
0,0,1,0,0,110100041,4,4,114072,0,1,124282,0,0,0,0
0,0,1,0,0,110100051,4,4,124342,0,1,124372,0,0,0,0
0,0,1,0,0,110100061,4,4,114611,0,1,124312,0,0,0,0
0,0,1,0,0,110100071,4,4,114581,0,1,124522,0,0,0,0
0,0,1,0,0,110100081,4,4,114551,0,1,124432,0,0,0,0
0,0,1,0,0,110100091,4,4,114581,0,1,124342,0,0,0,0
0,0,1,0,0,110100101,4,4,114611,0,1,124372,0,0,0,0
0,0,1,0,0,110100111,4,4,114551,0,1,124312,0,0,0,0
0,0,1,0,0,110100121,4,4,114581,0,1,124342,0,0,0,0
0,0,1,0,0,110100131,4,4,114551,0,1,124522,0,0,0,0
0,0,1,0,0,110100141,4,4,114611,0,1,124432,0,0,0,0
0,0,1,0,0,110100151,4,4,114551,0,1,124282,0,0,0,0
0,0,1,0,0,110100161,4,4,124432,0,1,124342,0,0,0,0
0,0,1,0,0,110100171,4,4,124282,0,1,124312,0,0,0,0
0,0,1,0,0,110110011,4,4,124312,0,1,124282,0,0,0,0
0,0,1,0,0,110110021,4,4,124522,0,1,124372,0,0,0,0
0,0,1,0,0,110110031,4,4,124432,0,1,124342,0,0,0,0
0,0,1,0,0,110110041,4,4,124312,0,1,114073,0,0,0,0
0,0,1,0,0,110110051,4,4,124253,0,1,124163,0,0,0,0
0,0,1,0,0,110110061,4,4,114193,0,1,114013,0,0,0,0
0,0,1,0,0,110110071,4,4,124103,0,1,114223,0,0,0,0
0,0,1,0,0,110110081,4,4,114043,0,1,114133,0,0,0,0
0,0,1,0,0,110110091,4,4,124282,0,1,114073,0,0,0,0
0,0,1,0,0,110110101,4,4,124522,0,1,124163,0,0,0,0
0,0,1,0,0,110110111,4,4,124372,0,1,124253,0,0,0,0
0,0,1,0,0,110110121,4,4,114551,0,1,114013,0,0,0,0
0,0,1,0,0,110110131,4,4,124432,0,1,114193,0,0,0,0
0,0,1,0,0,110110141,4,4,114611,0,1,114223,0,0,0,0
0,0,1,0,0,110110151,4,4,124342,0,1,124103,0,0,0,0
0,0,1,0,0,110110161,4,4,114581,0,1,114133,0,0,0,0
0,0,1,0,0,110110171,4,4,114611,0,1,114043,0,0,0,0
0,0,1,0,0,110120011,4,4,114013,0,1,114193,0,0,0,0
0,0,1,0,0,110120021,4,4,124163,0,1,114223,0,0,0,0
0,0,1,0,0,110120031,4,4,114133,0,1,124253,0,0,0,0
0,0,1,0,0,110120041,4,4,114073,0,1,124313,0,0,0,0
0,0,1,0,0,110120051,4,4,124343,0,1,124462,0,0,0,0
0,0,1,0,0,110120061,4,4,124402,0,1,124283,0,0,0,0
0,0,1,0,0,110120071,4,4,124313,0,1,124523,0,0,0,0
0,0,1,0,0,110120081,4,4,124462,0,1,124402,0,0,0,0
0,0,1,0,0,110120091,4,4,124523,0,1,124343,0,0,0,0
0,0,1,0,0,110120101,4,4,114612,0,1,124462,0,0,0,0
0,0,1,0,0,110120111,4,4,114552,0,1,124283,0,0,0,0
0,0,1,0,0,110120121,4,4,114582,0,1,124343,0,0,0,0
0,0,1,0,0,110120131,4,4,114552,0,1,124523,0,0,0,0
0,0,1,0,0,110120141,4,4,114612,0,1,124402,0,0,0,0
0,0,1,0,0,110120151,4,4,114552,0,1,124313,0,0,0,0
0,0,1,0,0,110120161,4,4,114582,0,1,124343,0,0,0,0
0,0,1,0,0,110120171,4,4,114612,0,1,124283,0,0,0,0
0,0,1,0,0,110130011,4,4,124462,0,1,124283,0,0,0,0
0,0,1,0,0,110130021,4,4,124343,0,1,124523,0,0,0,0
0,0,1,0,0,110130031,4,4,124313,0,1,124402,0,0,0,0
0,0,1,0,0,110130041,4,4,124462,0,1,124074,0,0,0,0
0,0,1,0,0,110130051,4,4,114254,0,1,114164,0,0,0,0
0,0,1,0,0,110130061,4,4,114194,0,1,114014,0,0,0,0
0,0,1,0,0,110130071,4,4,114104,0,1,124224,0,0,0,0
0,0,1,0,0,110130081,4,4,124044,0,1,114134,0,0,0,0
0,0,1,0,0,110130091,4,4,124283,0,1,124074,0,0,0,0
0,0,1,0,0,110130101,4,4,124343,0,1,114164,0,0,0,0
0,0,1,0,0,110130111,4,4,124523,0,1,114254,0,0,0,0
0,0,1,0,0,110130121,4,4,114552,0,1,114014,0,0,0,0
0,0,1,0,0,110130131,4,4,124313,0,1,114194,0,0,0,0
0,0,1,0,0,110130141,4,4,114612,0,1,124224,0,0,0,0
0,0,1,0,0,110130151,4,4,124402,0,1,114104,0,0,0,0
0,0,1,0,0,110130161,4,4,114582,0,1,114134,0,0,0,0
0,0,1,0,0,110130171,4,4,114612,0,1,124044,0,0,0,0
0,0,1,0,0,110140011,4,4,114254,0,1,114014,0,0,0,0
0,0,1,0,0,110140021,4,4,114104,0,1,114134,0,0,0,0
0,0,1,0,0,110140031,4,4,124074,0,1,124224,0,0,0,0
0,0,1,0,0,110140041,4,4,124044,0,1,114553,0,0,0,0
0,0,1,0,0,110140051,4,4,124224,0,1,114613,0,0,0,0
0,0,1,0,0,110140061,4,4,114164,0,1,114583,0,0,0,0
0,0,1,0,0,110140071,4,4,114134,0,1,114554,0,0,0,0
0,0,1,0,0,110140081,4,4,114104,0,1,114553,0,0,0,0
0,0,1,0,0,110140091,4,4,114254,0,1,114613,0,0,0,0
0,0,1,0,0,110140101,4,4,114194,0,1,114583,0,0,0,0
0,0,1,0,0,110140111,4,4,124074,0,1,114554,0,0,0,0
0,0,1,0,0,110140121,4,4,114613,0,1,114583,0,0,0,0
0,0,1,0,0,110140131,4,4,114583,0,1,114554,0,0,0,0
0,0,1,0,0,110140141,4,4,114554,0,1,114553,0,0,0,0
0,0,1,0,0,110150011,4,4,124044,0,1,114583,0,0,0,0
0,0,1,0,0,110150021,4,4,114104,0,1,114613,0,0,0,0
0,0,1,0,0,110150031,4,4,114194,0,1,114553,0,0,0,0
0,0,1,0,0,110150041,4,4,114554,0,1,124284,0,0,0,0
0,0,1,0,0,110150051,4,4,114583,0,1,124433,0,0,0,0
0,0,1,0,0,110150061,4,4,114613,0,1,124373,0,0,0,0
0,0,1,0,0,110150071,4,4,114553,0,1,124314,0,0,0,0
0,0,1,0,0,110150081,4,4,114554,0,1,124344,0,0,0,0
0,0,1,0,0,110150091,4,4,114613,0,1,124463,0,0,0,0
0,0,1,0,0,110150101,4,4,124373,0,1,124344,0,0,0,0
0,0,1,0,0,110150111,4,4,124433,0,1,124284,0,0,0,0
0,0,1,0,0,110150121,4,4,124463,0,1,124373,0,0,0,0
0,0,1,0,0,110150131,4,4,124284,0,1,124314,0,0,0,0
0,0,1,0,0,110150141,4,4,124344,0,1,124433,0,0,0,0
0,0,1,0,0,110160011,4,4,124463,0,1,124314,0,0,0,0
0,0,1,0,0,110160021,4,4,124344,0,1,124373,0,0,0,0
0,0,1,0,0,110160031,4,4,124314,0,1,124433,0,0,0,0
0,0,1,0,0,110160041,4,4,124463,0,1,115071,0,0,0,0
0,0,1,0,0,110160051,4,4,115251,0,1,115161,0,0,0,0
0,0,1,0,0,110160061,4,4,125191,0,1,115011,0,0,0,0
0,0,1,0,0,110160071,4,4,125101,0,1,115221,0,0,0,0
0,0,1,0,0,110160081,4,4,125131,0,1,115041,0,0,0,0
0,0,1,0,0,110160091,4,4,124284,0,1,115071,0,0,0,0
0,0,1,0,0,110160101,4,4,124344,0,1,125101,0,0,0,0
0,0,1,0,0,110160111,4,4,124373,0,1,115251,0,0,0,0
0,0,1,0,0,110160121,4,4,114553,0,1,115011,0,0,0,0
0,0,1,0,0,110160131,4,4,124314,0,1,125131,0,0,0,0
0,0,1,0,0,110160141,4,4,114613,0,1,115221,0,0,0,0
0,0,1,0,0,110170011,4,4,115071,0,1,115161,0,0,0,0
0,0,1,0,0,110170021,4,4,115251,0,1,125191,0,0,0,0
0,0,1,0,0,110170031,4,4,115221,0,1,115041,0,0,0,0
0,0,1,0,0,110170041,4,4,115011,0,1,115581,0,0,0,0
0,0,1,0,0,110170051,4,4,125101,0,1,115611,0,0,0,0
0,0,1,0,0,110170061,4,4,125131,0,1,115551,0,0,0,0
0,0,1,0,0,110170071,4,4,115161,0,1,115581,0,0,0,0
0,0,1,0,0,110170081,4,4,115041,0,1,115611,0,0,0,0
0,0,1,0,0,110170091,4,4,125191,0,1,115551,0,0,0,0
0,0,1,0,0,110170101,4,4,125101,0,1,115581,0,0,0,0
0,0,1,0,0,110170111,4,4,115071,0,1,115611,0,0,0,0
0,0,1,0,0,110170121,4,4,115581,0,1,115551,0,0,0,0
0,0,1,0,0,110170131,4,4,115611,0,1,115581,0,0,0,0
0,0,1,0,0,110170141,4,4,115551,0,1,115611,0,0,0,0
0,0,1,0,0,110180011,4,4,115581,0,1,115551,0,0,0,0
0,0,1,0,0,110180021,4,4,115611,0,1,115581,0,0,0,0
0,0,1,0,0,110180031,4,4,115551,0,1,115611,0,0,0,0
0,0,1,0,0,110180041,4,4,115551,0,1,125401,0,0,0,0
0,0,1,0,0,110180051,4,4,115581,0,1,125341,0,0,0,0
0,0,1,0,0,110180061,4,4,115611,0,1,125521,0,0,0,0
0,0,1,0,0,110180071,4,4,115551,0,1,125281,0,0,0,0
0,0,1,0,0,110180081,4,4,115581,0,1,125311,0,0,0,0
0,0,1,0,0,110180091,4,4,115611,0,1,125371,0,0,0,0
0,0,1,0,0,110180101,4,4,115551,0,1,125341,0,0,0,0
0,0,1,0,0,110180111,4,4,115581,0,1,125521,0,0,0,0
0,0,1,0,0,110180121,4,4,125401,0,1,125311,0,0,0,0
0,0,1,0,0,110180131,4,4,125521,0,1,125371,0,0,0,0
0,0,1,0,0,110180141,4,4,125341,0,1,125281,0,0,0,0
0,0,1,0,0,110190011,4,4,125401,0,1,125371,0,0,0,0
0,0,1,0,0,110190021,4,4,125281,0,1,125311,0,0,0,0
0,0,1,0,0,110190031,4,4,125341,0,1,125521,0,0,0,0
0,0,1,0,0,110190041,4,4,125371,0,1,125072,0,0,0,0
0,0,1,0,0,110190051,4,4,115192,0,1,125012,0,0,0,0
0,0,1,0,0,110190061,4,4,115102,0,1,115222,0,0,0,0
0,0,1,0,0,110190071,4,4,115132,0,1,115042,0,0,0,0
0,0,1,0,0,110190081,4,4,125162,0,1,125252,0,0,0,0
0,0,1,0,0,110190091,4,4,125281,0,1,125072,0,0,0,0
0,0,1,0,0,110190101,4,4,125401,0,1,115042,0,0,0,0
0,0,1,0,0,110190111,4,4,125371,0,1,125252,0,0,0,0
0,0,1,0,0,110190121,4,4,125311,0,1,125012,0,0,0,0
0,0,1,0,0,110190131,4,4,125341,0,1,115132,0,0,0,0
0,0,1,0,0,110190141,4,4,125521,0,1,115222,0,0,0,0
0,0,1,0,0,110200011,4,4,125162,0,1,115102,0,0,0,0
0,0,1,0,0,110200021,4,4,125252,0,1,115192,0,0,0,0
0,0,1,0,0,110200031,4,4,115222,0,1,115042,0,0,0,0
0,0,1,0,0,110200041,4,4,115132,0,1,115582,0,0,0,0
0,0,1,0,0,110200051,4,4,125012,0,1,115612,0,0,0,0
0,0,1,0,0,110200061,4,4,115102,0,1,115552,0,0,0,0
0,0,1,0,0,110200071,4,4,125072,0,1,115582,0,0,0,0
0,0,1,0,0,110200081,4,4,115042,0,1,115612,0,0,0,0
0,0,1,0,0,110200091,4,4,115192,0,1,115552,0,0,0,0
0,0,1,0,0,110200101,4,4,125012,0,1,115582,0,0,0,0
0,0,1,0,0,110200111,4,4,115222,0,1,115612,0,0,0,0
0,0,1,0,0,110200121,4,4,115582,0,1,115552,0,0,0,0
0,0,1,0,0,110200131,4,4,115612,0,1,115582,0,0,0,0
0,0,1,0,0,110200141,4,4,115552,0,1,115612,0,0,0,0
0,0,1,0,0,110210011,4,4,115582,0,1,115552,0,0,0,0
0,0,1,0,0,110210021,4,4,115612,0,1,115582,0,0,0,0
0,0,1,0,0,110210031,4,4,115552,0,1,115612,0,0,0,0
0,0,1,0,0,110210041,4,4,115552,0,1,125431,0,0,0,0
0,0,1,0,0,110210051,4,4,115582,0,1,125342,0,0,0,0
0,0,1,0,0,110210061,4,4,115612,0,1,125522,0,0,0,0
0,0,1,0,0,110210071,4,4,115552,0,1,125282,0,0,0,0
0,0,1,0,0,110210081,4,4,115582,0,1,125312,0,0,0,0
0,0,1,0,0,110210091,4,4,115612,0,1,125372,0,0,0,0
0,0,1,0,0,110210101,4,4,115552,0,1,125342,0,0,0,0
0,0,1,0,0,110210111,4,4,115582,0,1,125522,0,0,0,0
0,0,1,0,0,110210121,4,4,125431,0,1,125312,0,0,0,0
0,0,1,0,0,110210131,4,4,125522,0,1,125372,0,0,0,0
0,0,1,0,0,110210141,4,4,125342,0,1,125282,0,0,0,0
0,0,1,0,0,110220011,4,4,125282,0,1,125431,0,0,0,0
0,0,1,0,0,110220021,4,4,125312,0,1,125342,0,0,0,0
0,0,1,0,0,110220031,4,4,125431,0,1,125522,0,0,0,0
0,0,1,0,0,110220041,4,4,125372,0,1,115073,0,0,0,0
0,0,1,0,0,110220051,4,4,125193,0,1,125013,0,0,0,0
0,0,1,0,0,110220061,4,4,125103,0,1,125223,0,0,0,0
0,0,1,0,0,110220071,4,4,115133,0,1,125043,0,0,0,0
0,0,1,0,0,110220081,4,4,115163,0,1,125253,0,0,0,0
0,0,1,0,0,110220091,4,4,125312,0,1,115073,0,0,0,0
0,0,1,0,0,110220101,4,4,125282,0,1,125043,0,0,0,0
0,0,1,0,0,110220111,4,4,125522,0,1,125253,0,0,0,0
0,0,1,0,0,110220121,4,4,125342,0,1,125013,0,0,0,0
0,0,1,0,0,110220131,4,4,125431,0,1,115133,0,0,0,0
0,0,1,0,0,110220141,4,4,125372,0,1,125223,0,0,0,0
0,0,1,0,0,110230011,4,4,125043,0,1,125103,0,0,0,0
0,0,1,0,0,110230021,4,4,115073,0,1,125223,0,0,0,0
0,0,1,0,0,110230031,4,4,125013,0,1,125253,0,0,0,0
0,0,1,0,0,110230041,4,4,115133,0,1,115583,0,0,0,0
0,0,1,0,0,110230051,4,4,115163,0,1,115613,0,0,0,0
0,0,1,0,0,110230061,4,4,125193,0,1,115553,0,0,0,0
0,0,1,0,0,110230071,4,4,125103,0,1,115583,0,0,0,0
0,0,1,0,0,110230081,4,4,115073,0,1,115613,0,0,0,0
0,0,1,0,0,110230091,4,4,125223,0,1,115553,0,0,0,0
0,0,1,0,0,110230101,4,4,125043,0,1,115583,0,0,0,0
0,0,1,0,0,110230111,4,4,125013,0,1,115613,0,0,0,0
0,0,1,0,0,110230121,4,4,115553,0,1,115583,0,0,0,0
0,0,1,0,0,110230131,4,4,115583,0,1,115613,0,0,0,0
0,0,1,0,0,110230141,4,4,115613,0,1,115553,0,0,0,0
0,0,1,0,0,110240011,4,4,125223,0,1,115553,0,0,0,0
0,0,1,0,0,110240021,4,4,115163,0,1,115613,0,0,0,0
0,0,1,0,0,110240031,4,4,125253,0,1,115583,0,0,0,0
0,0,1,0,0,110240041,4,4,115553,0,1,125491,0,0,0,0
0,0,1,0,0,110240051,4,4,115613,0,1,125343,0,0,0,0
0,0,1,0,0,110240061,4,4,115583,0,1,125373,0,0,0,0
0,0,1,0,0,110240071,4,4,115553,0,1,125283,0,0,0,0
0,0,1,0,0,110240081,4,4,115613,0,1,125313,0,0,0,0
0,0,1,0,0,110240091,4,4,115583,0,1,125462,0,0,0,0
0,0,1,0,0,110240101,4,4,115553,0,1,125343,0,0,0,0
0,0,1,0,0,110240111,4,4,115583,0,1,125373,0,0,0,0
0,0,1,0,0,110240121,4,4,125491,0,1,125313,0,0,0,0
0,0,1,0,0,110240131,4,4,125462,0,1,125373,0,0,0,0
0,0,1,0,0,110240141,4,4,125283,0,1,125343,0,0,0,0
0,0,1,0,0,110250011,4,4,125462,0,1,125283,0,0,0,0
0,0,1,0,0,110250021,4,4,125313,0,1,125343,0,0,0,0
0,0,1,0,0,110250031,4,4,125491,0,1,125373,0,0,0,0
0,0,1,0,0,110250041,4,4,115553,0,1,115254,0,0,0,0
0,0,1,0,0,110250051,4,4,115583,0,1,115104,0,0,0,0
0,0,1,0,0,110250061,4,4,115613,0,1,125224,0,0,0,0
0,0,1,0,0,110250071,4,4,125462,0,1,125014,0,0,0,0
0,0,1,0,0,110250081,4,4,125313,0,1,115194,0,0,0,0
0,0,1,0,0,110250091,4,4,125491,0,1,125164,0,0,0,0
0,0,1,0,0,110250101,4,4,125343,0,1,125074,0,0,0,0
0,0,1,0,0,110250111,4,4,125313,0,1,125134,0,0,0,0
0,0,1,0,0,110250121,4,4,115254,0,1,125044,0,0,0,0
0,0,1,0,0,110250131,4,4,115104,0,1,125224,0,0,0,0
0,0,1,0,0,110250141,4,4,115194,0,1,125014,0,0,0,0
0,0,1,0,0,110260011,4,4,125044,0,1,125074,0,0,0,0
0,0,1,0,0,110260021,4,4,115194,0,1,125224,0,0,0,0
0,0,1,0,0,110260031,4,4,115254,0,1,125014,0,0,0,0
0,0,1,0,0,110260041,4,4,115104,0,1,115554,0,0,0,0
0,0,1,0,0,110260051,4,4,125134,0,1,115584,0,0,0,0
0,0,1,0,0,110260061,4,4,125164,0,1,115614,0,0,0,0
0,0,1,0,0,110260071,4,4,115194,0,1,115554,0,0,0,0
0,0,1,0,0,110260081,4,4,125044,0,1,115584,0,0,0,0
0,0,1,0,0,110260091,4,4,125074,0,1,115614,0,0,0,0
0,0,1,0,0,110260101,4,4,125224,0,1,115554,0,0,0,0
0,0,1,0,0,110260111,4,4,125014,0,1,115584,0,0,0,0
0,0,1,0,0,110260121,4,4,115584,0,1,115614,0,0,0,0
0,0,1,0,0,110260131,4,4,115614,0,1,115554,0,0,0,0
0,0,1,0,0,110260141,4,4,115554,0,1,115584,0,0,0,0
0,0,1,0,0,110270011,4,4,125074,0,1,115584,0,0,0,0
0,0,1,0,0,110270021,4,4,125014,0,1,115554,0,0,0,0
0,0,1,0,0,110270031,4,4,125224,0,1,115614,0,0,0,0
0,0,1,0,0,110270041,4,4,115584,0,1,125314,0,0,0,0
0,0,1,0,0,110270051,4,4,115554,0,1,125374,0,0,0,0
0,0,1,0,0,110270061,4,4,115614,0,1,115432,0,0,0,0
0,0,1,0,0,110270071,4,4,115584,0,1,125523,0,0,0,0
0,0,1,0,0,110270081,4,4,115554,0,1,115284,0,0,0,0
0,0,1,0,0,110270091,4,4,115614,0,1,115344,0,0,0,0
0,0,1,0,0,110270101,4,4,115584,0,1,125374,0,0,0,0
0,0,1,0,0,110270111,4,4,115554,0,1,115432,0,0,0,0
0,0,1,0,0,110270121,4,4,115432,0,1,125523,0,0,0,0
0,0,1,0,0,110270131,4,4,125374,0,1,115284,0,0,0,0
0,0,1,0,0,110270141,4,4,125314,0,1,115344,0,0,0,0
