story_id,chara_id_15,chara_id_1,chara_id_3,chara_id_16,status_type_3,status_rate_5,chara_id_8,chara_id_18,chara_id_6,chara_id_5,status_type_5,chara_id_19,status_rate_3,status_rate_4,chara_id_9,chara_id_2,chara_id_13,chara_id_20,unlock_story_name,status_type_2,chara_id_7,status_rate_2,chara_id_10,status_rate_1,chara_id_17,chara_id_12,chara_id_11,status_type_1,chara_id_14,status_type_4,chara_id_4
1005002,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제2화",0,0,0,0,15,0,0,0,2,0,0,0
1005003,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제3화",0,0,0,0,30,0,0,0,2,0,0,0
1005004,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제4화",0,0,0,0,30,0,0,0,2,0,0,0
1005005,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제5화",0,0,0,0,40,0,0,0,2,0,0,0
1005006,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제6화",0,0,0,0,60,0,0,0,2,0,0,0
1005007,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제7화",0,0,0,0,60,0,0,0,2,0,0,0
1005008,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제8화",6,0,10,0,90,0,0,0,2,0,0,0
1005009,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제9화",0,0,0,0,80,0,0,0,2,0,0,0
1005010,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제10화",6,0,40,0,80,0,0,0,2,0,0,0
1005011,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제11화",6,0,40,0,80,0,0,0,2,0,0,0
1005012,0,1005,1239,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,"마츠리 에피소드 제12화",6,0,60,0,200,0,0,0,2,0,0,0
1006002,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제2화",0,0,0,0,15,0,0,0,4,0,0,0
1006003,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제3화",0,0,0,0,15,0,0,0,4,0,0,0
1006004,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제4화",0,0,0,0,30,0,0,0,4,0,0,0
1006005,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제5화",0,0,0,0,40,0,0,0,4,0,0,0
1006006,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제6화",0,0,0,0,60,0,0,0,4,0,0,0
1006007,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제7화",0,0,0,0,60,0,0,0,4,0,0,0
1006008,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제8화",11,0,60,0,90,0,0,0,4,0,0,0
1006009,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제9화",0,0,0,0,80,0,0,0,4,0,0,0
1006010,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제10화",0,0,0,0,120,0,0,0,4,0,0,0
1006011,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제11화",0,0,0,0,120,0,0,0,4,0,0,0
1006012,0,1006,1240,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,"아카리 에피소드 제12화",7,0,30,0,200,0,0,0,4,0,0,0
1007002,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제2화",0,0,0,0,15,0,0,0,2,0,0,0
1007003,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제3화",0,0,0,0,15,0,0,0,2,0,0,0
1007004,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제4화",0,0,0,0,30,0,0,0,2,0,0,0
1007005,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제5화",0,0,0,0,40,0,0,0,2,0,0,0
1007006,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제6화",0,0,0,0,60,0,0,0,2,0,0,0
1007007,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제7화",0,0,0,0,60,0,0,0,2,0,0,0
1007008,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제8화",15,0,5,0,90,0,0,0,2,0,0,0
1007009,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제9화",0,0,0,0,80,0,0,0,2,0,0,0
1007010,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제10화",0,0,0,0,140,0,0,0,2,0,0,0
1007011,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제11화",0,0,0,0,140,0,0,0,2,0,0,0
1007012,0,1007,1199,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,"미야코 에피소드 제12화",15,0,5,0,240,0,0,0,2,0,0,0
1008002,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제2화",0,0,0,0,15,0,0,0,4,0,0,0
1008003,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제3화",0,0,0,0,15,0,0,0,4,0,0,0
1008004,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제4화",0,0,0,0,30,0,0,0,4,0,0,0
1008005,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제5화",0,0,0,0,40,0,0,0,4,0,0,0
1008006,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제6화",0,0,0,0,60,0,0,0,4,0,0,0
1008007,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제7화",0,0,0,0,60,0,0,0,4,0,0,0
1008008,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제8화",11,0,60,0,90,0,0,0,4,0,0,0
1008009,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제9화",0,0,0,0,80,0,0,0,4,0,0,0
1008010,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제10화",0,0,0,0,140,0,0,0,4,0,0,0
1008011,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제11화",0,0,0,0,140,0,0,0,4,0,0,0
1008012,0,1008,1263,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,"유키 에피소드 제12화",7,0,10,0,240,0,0,0,4,0,0,0
1009002,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제2화",0,0,0,0,15,0,0,0,4,0,0,0
1009003,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제3화",0,0,0,0,15,0,0,0,4,0,0,0
1009004,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제4화",0,0,0,0,30,0,0,0,4,0,0,0
1009005,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제5화",0,0,0,0,40,0,0,0,4,0,0,0
1009006,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제6화",0,0,0,0,60,0,0,0,4,0,0,0
1009007,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제7화",0,0,0,0,60,0,0,0,4,0,0,0
1009008,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제8화",7,0,10,0,90,0,0,0,4,0,0,0
1009009,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제9화",0,0,0,0,80,0,0,0,4,0,0,0
1009010,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제10화",0,0,0,0,120,0,0,0,4,0,0,0
1009011,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제11화",0,0,0,0,120,0,0,0,4,0,0,0
1009012,0,1009,1219,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,"안나 에피소드 제12화",7,0,30,0,200,0,0,0,4,0,0,0
1010002,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제2화",0,0,0,0,15,0,0,0,4,0,0,1231
1010003,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제3화",0,0,0,0,15,0,0,0,4,0,0,1231
1010004,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제4화",0,0,0,0,30,0,0,0,4,0,0,1231
1010005,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제5화",0,0,0,0,40,0,0,0,4,0,0,1231
1010006,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제6화",0,0,0,0,60,0,0,0,4,0,0,1231
1010007,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제7화",0,0,0,0,60,0,0,0,4,0,0,1231
1010008,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제8화",11,0,60,0,90,0,0,0,4,0,0,1231
1010009,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제9화",0,0,0,0,80,0,0,0,4,0,0,1231
1010010,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제10화",0,0,0,0,140,0,0,0,4,0,0,1231
1010011,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제11화",0,0,0,0,140,0,0,0,4,0,0,1231
1010012,0,1010,1160,0,0,0,0,0,0,1310,0,0,0,0,0,1106,0,0,"마호 에피소드 제12화",15,0,5,0,240,0,0,0,4,0,0,1231
1011002,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제2화",0,0,0,0,15,0,0,0,2,0,0,1811
1011003,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제3화",0,0,0,0,15,0,0,0,2,0,0,1811
1011004,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제4화",0,0,0,0,30,0,0,0,2,0,0,1811
1011005,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제5화",0,0,0,0,40,0,0,0,2,0,0,1811
1011006,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제6화",0,0,0,0,60,0,0,0,2,0,0,1811
1011007,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제7화",0,0,0,0,60,0,0,0,2,0,0,1811
1011008,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제8화",6,0,10,0,90,0,0,0,2,0,0,1811
1011009,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제9화",0,0,0,0,80,0,0,0,2,0,0,1811
1011010,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제10화",0,0,0,0,120,0,0,0,2,0,0,1811
1011011,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제11화",0,0,0,0,120,0,0,0,2,0,0,1811
1011012,0,1011,1193,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,"리노 에피소드 제12화",17,0,20,0,210,0,0,0,2,0,0,1811
1012002,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제2화",0,0,0,0,15,0,0,0,4,0,0,1284
1012003,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제3화",0,0,0,0,15,0,0,0,4,0,0,1284
1012004,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제4화",0,0,0,0,30,0,0,0,4,0,0,1284
1012005,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제5화",0,0,0,0,40,0,0,0,4,0,0,1284
1012006,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제6화",0,0,0,0,60,0,0,0,4,0,0,1284
1012007,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제7화",0,0,0,0,60,0,0,0,4,0,0,1284
1012008,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제8화",7,0,10,0,90,0,0,0,4,0,0,1284
1012009,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제9화",0,0,0,0,80,0,0,0,4,0,0,1284
1012010,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제10화",0,0,0,0,120,0,0,0,4,0,0,1284
1012011,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제11화",0,0,0,0,120,0,0,0,4,0,0,1284
1012012,0,1012,1807,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,"하츠네 에피소드 제12화",7,0,30,0,200,0,0,0,4,0,0,1284
1013002,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제2화",0,0,0,0,15,0,0,0,4,0,0,0
1013003,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제3화",0,0,0,0,15,0,0,0,4,0,0,0
1013004,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제4화",0,0,0,0,30,0,0,0,4,0,0,0
1013005,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제5화",0,0,0,0,40,0,0,0,4,0,0,0
1013006,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제6화",0,0,0,0,60,0,0,0,4,0,0,0
1013007,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제7화",0,0,0,0,60,0,0,0,4,0,0,0
1013008,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제8화",7,0,10,0,90,0,0,0,4,0,0,0
1013009,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제9화",0,0,0,0,80,0,0,0,4,0,0,0
1013010,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제10화",0,0,0,0,120,0,0,0,4,0,0,0
1013011,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제11화",0,0,0,0,120,0,0,0,4,0,0,0
1013012,0,1013,1237,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,"나나카 에피소드 제12화",7,0,30,0,200,0,0,0,4,0,0,0
1014002,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제2화",0,0,0,0,15,0,0,0,4,0,0,1285
1014003,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제3화",0,0,0,0,15,0,0,0,4,0,0,1285
1014004,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제4화",0,0,0,0,30,0,0,0,4,0,0,1285
1014005,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제5화",0,0,0,0,40,0,0,0,4,0,0,1285
1014006,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제6화",0,0,0,0,60,0,0,0,4,0,0,1285
1014007,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제7화",0,0,0,0,60,0,0,0,4,0,0,1285
1014008,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제8화",11,0,60,0,90,0,0,0,4,0,0,1285
1014009,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제9화",0,0,0,0,80,0,0,0,4,0,0,1285
1014010,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제10화",0,0,0,0,120,0,0,0,4,0,0,1285
1014011,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제11화",0,0,0,0,120,0,0,0,4,0,0,1285
1014012,0,1014,1157,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,"카스미 에피소드 제12화",7,0,30,0,200,0,0,0,4,0,0,1285
1015002,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제2화",0,0,0,0,15,0,0,0,4,0,0,0
1015003,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제3화",0,0,0,0,30,0,0,0,4,0,0,0
1015004,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제4화",0,0,0,0,30,0,0,0,4,0,0,0
1015005,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제5화",0,0,0,0,40,0,0,0,4,0,0,0
1015006,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제6화",0,0,0,0,60,0,0,0,4,0,0,0
1015007,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제7화",0,0,0,0,60,0,0,0,4,0,0,0
1015008,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제8화",11,0,60,0,90,0,0,0,4,0,0,0
1015009,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제9화",0,0,0,0,80,0,0,0,4,0,0,0
1015010,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제10화",0,0,0,0,140,0,0,0,4,0,0,0
1015011,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제11화",0,0,0,0,140,0,0,0,4,0,0,0
1015012,0,1015,1246,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,"미사토 에피소드 제12화",15,0,5,0,240,0,0,0,4,0,0,0
1016002,0,1016,1179,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,"스즈나 에피소드 제2화",0,0,0,0,15,0,0,0,2,0,0,1273
