action_6,action_8,action_4,action_5,skill_area_width,description,skill_id,depend_action_3,depend_action_9,name,action_3,action_1,action_2,boss_ub_cool_time,action_9,depend_action_5,depend_action_10,depend_action_7,action_7,depend_action_1,skill_type,depend_action_8,depend_action_2,skill_cast_time,action_10,depend_action_6,icon_type,depend_action_4
0,0,0,0,0,"전방의 적 1명에게 마법 (중) 데미지 / 대상의 물리 공격력 (중) 감소",1002012,0,0,"플라워 샷+",0,100201201,100201202,0.0,0,0,0,0,0,0,1,0,100201201,1.6,0,0,2002,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (중) 증가",1002501,0,0,"플라워 오라",0,100250101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (중) 증가 / 자신의 마법 방어력 (소) 증가",1002511,0,0,"플라워 오라+",0,100251101,100251102,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"전방의 적 1명에게 물리 (특대) 데미지",1003001,0,0,"슬래시 스톰",0,100300101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1001,0
0,0,0,0,0,"전방의 적 1명에게 물리 (중) 데미지",1003002,0,0,"윈드 쓰러스트",0,100300201,0,0.0,0,0,0,0,0,0,0,0,0,0.955,0,0,2001,0
100300306,0,100300304,100300305,0,"전방의 적 1명에게 물리 (중) 데미지 / 공격 전 자세 중 레이가 입은 데미지에 따라 데미지 증가",1003003,0,0,"카운터 슬래시",100300303,100300301,100300302,0.0,0,0,0,0,0,0,0,0,0,1.3275,0,0,2001,0
0,0,0,0,0,"전방의 적 1명에게 물리 (특대) 데미지 / 바람의 칼날 장착 / 장착한 동안 스킬 효과치 2배",1003011,0,0,"슬래시 템페스트",0,100301101,100301102,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1001,0
0,0,100301204,100301205,0,"전방의 적 1명에게 물리 (중) 데미지 / 대상의 물리 방어력 (소) 감소",1003012,0,0,"윈드 쓰러스트+",100301203,100301201,100301202,0.0,0,100301203,0,0,0,0,0,0,0,0.955,0,0,2001,100301202
0,0,0,0,0,"전투 시작 시, 자신의 물리 공격력 (중) 증가",1003501,0,0,"래피드 펜서",0,100350101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3001,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 공격력 (중) 증가 / 자신의 최대 HP (소) 증가",1003511,0,0,"래피드 펜서+",0,100351101,100351102,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3001,0
0,0,0,0,0,"두 번째 적을 중심으로 한 범위 내의 적에게 물리 (중) 데미지",1004001,0,0,"트릭 보머",0,100400101,100400102,0.0,0,0,0,0,0,0,0,0,100400101,0.0,0,0,1001,0
0,0,0,0,0,"두 번째 적에게 물리 (소) 데미지 / 대상을 암흑 상태로 만듦",1004002,0,0,"잉크 슈터",0,100400201,100400202,0.0,0,0,0,0,0,0,0,0,100400201,1.55,0,0,2010,0
0,0,0,0,0,"물리 공격력이 가장 높은 적 1명에게 물리 (소) 데미지 / 대상의 물리 공격력 (소) 감소 / 자신의 물리 공격력 (소) 증가",1004003,0,0,"워터 벌룬",100400303,100400301,100400302,0.0,0,0,0,0,0,0,0,0,100400301,1.18,0,0,2004,0
0,0,100401104,0,0,"적 전체에게 물리 (대) 데미지 / 물리 공격력과 물리 크리티컬 (특대) 감소 / 물리 공격 크리티컬 시 데미지 (중) 감소",1004011,100401101,0,"트릭 하트",100401103,100401101,100401102,0.0,0,0,0,0,0,0,0,0,100401101,0.0,0,0,1001,100401101
0,0,100401204,0,0,"자신으로부터 두 번째로 가까운 적 1명에게 물리 (중) 데미지 / 대상을 암흑 상태로 만듦 / 범위 내 적 전체의 물리 공격력 (소) 감소",1004012,0,0,"잉크 슈터+",100401203,100401201,100401202,0.0,0,0,0,0,0,0,0,0,100401201,1.55,0,0,2010,100401203
0,0,0,0,0,"전투 시작 시, 자신의 물리 방어력 (중) 증가",1004501,0,0,"트랩 익스퍼트",0,100450101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3002,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 방어력 (중) 증가 / 자신의 물리 공격력 (소) 증가",1004511,0,0,"트랩 익스퍼트+",0,100451101,100451102,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3002,0
0,0,0,0,0,"앞에서 3번째 적의 눈앞에 뛰어들고, 그 적을 중심으로 한 범위 내 적 전체에게 물리 (대) 데미지",1005001,100500102,0,"타이거 히어로 봄버",100500103,100500101,100500102,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1001,0
0,0,0,0,0,"자신의 전방 범위 내 적에게 물리 (소) 데미지 / 대상을 스턴 상태로 만듦",1005002,0,0,"타이거 쇼크",0,100500201,100500202,0.0,0,0,0,0,0,0,0,0,100500201,0.76,0,0,2018,0
0,0,0,0,0,"자신의 주변 범위 내 적에게 물리 (소) 데미지",1005003,0,0,"타이거 스핀",0,100500301,0,0.0,0,0,0,0,0,0,0,0,0,1.5,0,0,2001,0
100501106,0,100501104,100501105,0,"앞에서 3번째 적의 눈앞에 뛰어들어, 그 적을 중심으로 한 범위 내 적 전체에게 물리 (대) 데미지 / 자신에게 물리 · 마법 무효 배리어 전개 / 자신의 HP가 낮을수록 데미지와 배리어 무효 데미지 양 증가",1005011,100501102,0,"나이트메어 브레이브스",100501103,100501101,100501102,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1001,0
0,0,100501204,0,0,"자신의 전방 범위 내 적에게 물리 (소) 데미지 / 대상을 스턴 상태로 만듦 / 자신의 물리 방어력 및 마법 방어력 (특대) 증가",1005012,0,0,"타이거 쇼크+",100501203,100501201,100501202,0.0,0,0,0,0,0,0,0,0,100501201,0.76,0,0,2018,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 공격력 (중) 증가",1005501,0,0,"히어로의 마음가짐",0,100550101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3001,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 공격력 (중) 증가 / 자신의 물리 방어력 (소) 증가",1005511,0,0,"히어로의 마음가짐+",0,100551101,100551102,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3001,0
0,0,0,0,0,"아군 전체의 마법 공격력 (소) 증가 / 아군 전체에게 다음 공격의 데미지량에 따라 추가로 HP 회복 효과 부여",1006001,0,0,"스위트 데빌의 응원",0,100600101,100600102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1003,0
0,0,0,0,0,"전방의 적 1명에게 마법 (중) 데미지",1006002,0,0,"섀도우 볼트",0,100600201,0,0.0,0,0,0,0,0,0,0,0,0,1.18,0,0,2002,0
0,0,0,0,0,"전방의 적 1명에게 마법 방어력 (대) 감소",1006003,0,0,"소악마의 키스",0,100600301,0,0.0,0,0,0,0,0,0,1,0,0,1.25,0,0,2004,0
0,0,100601104,0,0,"아군 전체 마법 공격력 (특대) 증가 / 마법 크리티컬 (대) 증가 / 다음 공격 데미지량에 따라 추가로 HP를 회복 / 적 전체 마법 방어력 (소) 감소",1006011,0,0,"멜티 데빌 참",100601103,100601101,100601102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1003,0
0,0,0,0,0,"전방의 적 1명에게 마법 (대) 데미지 / 대상의 마법 방어력 (소) 감소",1006012,0,0,"섀도우 볼트+",0,100601201,100601202,0.0,0,0,0,0,0,0,0,0,100601201,1.18,0,0,2002,0
0,0,0,0,0,"아군 전체의 마법 공격력 (중) 증가 / 다음 공격 데미지 양에 따라 추가로 HP 회복",1006201,0,0,"스위트 데빌의 응원",0,100620101,100620102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1003,0
0,0,100621104,0,0,"아군 전체 마법 공격력 (특대) 증가 / 마법 크리티컬 (대) 증가 / 다음 공격 데미지양에 따라 추가로 HP를 회복 / 적 전체 마법 방어력 (소) 감소",1006211,0,0,"멜티 데빌 참",100621103,100621101,100621102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1003,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (중) 증가",1006501,0,0,"스위트 이그니션",0,100650101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (대) 증가",1006511,0,0,"스위트 이그니션+",0,100651101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"전방의 적 1명에게 물리 (대) 데미지 / 자신의 HP (중) 회복",1007001,0,0,"푸딩으로 만들어버리는 거야",0,100700101,100700102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1001,0
0,0,0,0,0,"【변신】유령 상태로 변신해 일정 시간 무적 상태",1007002,100700202,0,"원~망~스~러~운~거야",100700203,100700201,100700202,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,2017,0
0,0,0,0,0,"자신의 HP (중) 회복",1007003,0,0,"간식 시간이야",0,100700301,0,0.0,0,0,0,0,0,0,1,0,0,0.27,0,0,2005,0
0,0,0,0,0,"전방의 적 1명에게 물리 (특대) 데미지 / 자신의 HP (중) 회복 / 회피 (중) 증가",1007011,0,0,"전~부 푸딩으로 만들어주는 거야",100701103,100701101,100701102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1001,0
0,0,100701204,100701205,0,"【변신】유령 상태로 변신해 일정 시간 무적 상태 / 자신의 회피 (중) 증가 / 물리 방어력 (대) 증가",1007012,100701202,0,"원~망~스~러~운~거야+",100701203,100701201,100701202,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,2017,0
0,0,100720204,0,0,"【변신】유령으로 변신하여 잠시 무적 상태가 되고 자신의 물리 방어력 (소) 증가",1007202,100720202,0,"원~망~스~러~운~거야",100720203,100720201,100720202,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,2017,0
0,0,0,0,0,"전방의 적 1명에게 물리 (특대) 데미지 / 자신의 HP (중) 회복 / 회피 (중) 증가",1007211,0,0,"전~부 푸딩으로 만들어주는 거야",100721103,100721101,100721102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1001,0
0,0,100721204,100721205,0,"【변신】유령 상태로 변신해 일정 시간 무적 상태 / 자신의 회피 (중) 증가 / 물리 방어력 (대) 증가",1007212,100721202,0,"원~망~스~러~운~거야+",100721203,100721201,100721202,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,2017,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 방어력 (중) 증가",1007501,0,0,"보일 듯 말 듯 한 거야~",0,100750101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3002,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 방어력 (대) 증가",1007511,0,0,"보일 듯 말 듯 한 거야~+",0,100751101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3002,0
0,0,0,0,0,"적 전체에게 마법 (소) 데미지 / 물리 방어력 (소) 감소",1008001,0,0,"나의 아름다움에 굴복해!",0,100800101,100800102,0.0,0,0,0,0,0,0,1,0,100800101,0.0,0,0,1002,0
0,0,0,0,0,"자신으로부터 두 번째로 가까운 적 1명에게 마법 (중) 데미지 / 대상을 암흑 상태로 만듦",1008002,0,0,"나도 반할 만큼의 아름다움♪",0,100800201,100800202,0.0,0,0,0,0,0,0,1,0,100800201,1.93,0,0,2010,0
0,0,0,0,0,"TP가 가장 많은 아군의 TP (중) 회복",1008003,0,0,"사랑스러운 내가 응원해줄게♪",0,100800301,0,0.0,0,0,0,0,0,0,1,0,0,1.6,0,0,2006,0
0,0,0,0,0,"적 전체에게 대상의 물리 방어력이 마법 방어력보다 낮으면 물리 데미지가 되는 마법 (중) 데미지 / 물리 방어력 (중) 감소 / 대상을 유혹 상태로 만듦",1008011,100801101,0,"미의 신 강림을 보아라!",100801103,100801101,100801102,0.0,0,0,0,0,0,0,1,0,100801101,0.0,0,0,1002,0
0,0,0,0,0,"자신으로부터 두 번째로 가까운 적 1명에게 마법 (중) 데미지 / 대상을 암흑 & 유혹 상태로 만듦",1008012,100801201,0,"나도 반할 만큼의 아름다움♪+",100801203,100801201,100801202,0.0,0,0,0,0,0,0,1,0,100801201,1.93,0,0,2010,0
0,0,0,0,0,"TP가 가장 많은 아군 1명의 TP (중) 회복 / 물리 공격력 (소) 증가",1008203,0,0,"사랑스러운 내가 응원해줄게♪",0,100820301,100820302,0.0,0,0,0,0,0,0,1,0,100820301,1.6,0,0,2006,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (중) 증가",1008501,0,0,"사랑스러운 내가 힘내는 거야",0,100850101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (중) 증가 / 자신의 물리 방어력 (소) 증가",1008511,0,0,"사랑스러운 내가 힘내는 거야+",0,100851101,100851102,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"적 전체에게 마법 (중) 데미지 / 사용 후 안나의 물리 방어력 및 마법 방어력 (특대) 감소",1009001,0,0,"나찰열반ㆍ극광종천명괴파",100900103,100900101,100900102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1002,0
0,0,0,0,0,"전방의 적 1명에게 마법 (중) 데미지",1009002,0,0,"나찰열반ㆍ무식",0,100900201,0,0.0,0,0,0,0,0,0,1,0,0,1.58,0,0,2002,0
0,0,100900304,0,2160,"【자폭】안나의 HP가 10% 이하일 경우 발동하며 주변의 적 전체에게 마법 (대) 데미지를 주고 자신은 전투불능",1009003,0,0,"명공천승",100900303,100900301,100900302,0.0,0,0,0,0,0,0,1,0,0,1.25,0,0,2017,0
0,0,100901104,0,0,"자신의 마법 공격력 단시간 (특대) 증가 / 적 전체에게 마법 (특대) 데미지 / 사용 후 안나의 물리 방어력 및 마법 방어력 (특대) 감소",1009011,0,0,"나찰열반ㆍ《패극》만상무진명괴파",100901103,100901101,100901102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1002,0
0,0,0,0,0,"전방의 적 1명에게 마법 (중) 데미지 / 대상의 마법 방어력 (소) 감소",1009012,0,0,"나찰열반ㆍ무식+",0,100901201,100901202,0.0,0,0,0,0,0,0,1,0,100901201,1.58,0,0,2002,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (중) 증가",1009501,0,0,"패차명멸옥염주",0,100950101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (대) 증가",1009511,0,0,"패차명멸옥염주+",0,100951101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"아군 전체의 마법 공격력 (대) 증가 / 물리 방어력 (중) 증가 / TP를 고정량으로 (소) 회복",1010001,0,0,"메르헨 가든",101000103,101000101,101000102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1003,0
0,0,0,0,0,"HP가 가장 적은 아군 1명의 HP (중) 회복",1010002,0,0,"마호마호 힐",0,101000201,0,0.0,0,0,0,0,0,0,1,0,0,1.53,0,0,2005,0
0,0,0,0,0,"앞에서 두 번째 적을 암흑 상태로 만듦",1010003,0,0,"마호마호 다크니스",0,101000301,0,0.0,0,0,0,0,0,0,1,0,0,2.13,0,0,2010,0
101001106,0,101001104,101001105,0,"아군 전체의 마법 공격력 (특대) 증가 / 마법 크리티컬 (대) 증가 / 마법 공격 크리티컬 시 데미지 (소) 증가 / 물리 방어력 (대) 증가 / TP를 고정량으로 (중) 회복 / 지속적 TP 회복 상태 부여",1010011,0,0,"메르헨 킹덤",101001103,101001101,101001102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1003,0
0,0,0,0,0,"HP가 가장 적은 아군 1명의 HP (대) 회복 / 물리 방어력 (중) 증가 / 지속적 HP 회복",1010012,0,0,"마호마호 힐+",101001203,101001201,101001202,0.0,0,0,0,0,0,0,1,0,101001201,1.53,0,0,2005,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 방어력 (중) 증가",1010501,0,0,"메르헨 차지",0,101050101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3002,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 방어력 (중) 증가 / 자신의 마법 공격력 (소) 증가",1010511,0,0,"메르헨 차지+",0,101051101,101051102,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3002,0
0,0,0,0,0,"전방 범위 내 적 전체에게 물리 (중) 데미지",1011001,0,0,"애로우 레인",0,101100101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1001,0
0,0,0,0,0,"자신의 물리 공격력 및 물리 크리티컬 (중) 증가",1011002,0,0,"컨센트레이션",0,101100202,101100201,0.0,0,0,0,0,0,0,0,0,0,1.07,0,0,2003,0
0,0,0,0,0,"전방의 적 1명에게 물리 (중) 데미지",1011003,0,0,"브레이크 애로우",0,101100301,0,0.0,0,0,0,0,0,0,0,0,0,1.5,0,0,2001,0
0,0,0,0,0,"전방 범위 내 적 전체에게 물리 (대) 데미지 / 이 스킬이 크리티컬 히트한 경우 2배가 아닌 3.5배의 데미지",1011011,0,0,"코로나 레인",0,101101101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1001,0
0,0,0,0,0,"자신의 물리 공격력 (대) 증가 / 물리 크리티컬 (중) 증가 / 행동 속도 (대) 증가",1011012,0,0,"컨센트레이션+",101101203,101101202,101101201,0.0,0,0,0,0,0,0,0,0,0,1.07,0,0,2003,0
0,0,101101304,0,0,"자신의 물리 공격력 (특대) 증가 / 물리 공격 크리티컬 시 데미지 (소) 증가 / 전방 범위 내 모든 적에게 물리 (대) 데미지 / 자신의 TP (특대) 회복",1011013,0,0,"브레이크 애로우+",101101303,101101301,101101302,0.0,0,0,0,0,0,0,0,0,0,1.5,0,0,2001,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 공격력 (중) 증가",1011501,0,0,"페네트레이션",0,101150101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3001,0
0,0,0,0,0,"전투 시작 시, 자신의 물리 공격력 (대) 증가",1011511,0,0,"페네트레이션+",0,101151101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3001,0
0,0,0,0,0,"적 전체에게 마법 (중) 데미지 / 물리 공격을 하는 적에게 마법 (소) 데미지 추가",1012001,0,0,"슈팅☆스타",0,101200101,101200102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1002,0
0,0,0,0,0,"물리 공격력이 가장 높은 적 1명에게 마법 (중) 데미지",1012002,0,0,"사이코☆블래스트",0,101200201,0,0.0,0,0,0,0,0,0,1,0,0,1.4,0,0,2002,0
0,0,0,0,0,"물리 공격력이 가장 높은 적 1명에게 마법 (소) 데미지 / 대상을 스턴 상태로 만듦",1012003,0,0,"스타☆라이트",0,101200301,101200302,0.0,0,0,0,0,0,0,1,0,101200301,1.4,0,0,2002,0
0,0,101201104,0,0,"물리 공격을 하는 적 전체에 마법 (대) 데미지 / 대상의 마법 방어력 (소) 감소 / 대상을 장시간 스턴 상태로 만듦 / 적 전체에게 마법 (중) 데미지",1012011,101201101,0,"슈팅☆미티어",101201103,101201101,101201102,0.0,0,0,0,0,0,0,1,0,101201101,0.0,0,0,1002,0
0,0,0,0,0,"물리 공격력이 가장 높은 적 1명에게 마법 (중) 데미지 / 대상의 마법 방어력 (소) 감소",1012012,0,0,"사이코☆블래스트+",0,101201201,101201202,0.0,0,0,0,0,0,0,1,0,101201201,1.4,0,0,2002,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (중) 증가",1012501,0,0,"해피니스☆에너지",0,101250101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (대) 증가",1012511,0,0,"해피니스☆에너지+",0,101251101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"남은 HP가 가장 많은 적 1명에 마법 (특대) 데미지",1013001,0,0,"나나카 ∞ 블래스트",0,101300101,0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1002,0
0,0,0,0,0,"전방의 적 1명을 중심으로 한 범위 내 적 전체 마법 방어력 (소) 감소",1013002,0,0,"스타더스트 매직",0,101300201,101300202,0.0,0,0,0,0,0,0,1,0,101300201,1.4,0,0,2004,0
0,0,0,0,0,"남은 HP가 가장 많은 적 1명에 마법 (중) 데미지 / 대상을 스턴 상태로 만듦",1013003,0,0,"에너지 이펙트",0,101300301,101300302,0.0,0,0,0,0,0,0,1,0,101300301,1.4,0,0,2002,0
0,0,0,0,0,"남은 HP가  가장 많은 적 1명에게 마법 (특대) 데미지 / 마법 방어력 (소) 감소",1013011,0,0,"나나카 ∞ 글리터",0,101301101,101301102,0.0,0,0,0,0,0,0,1,0,101301101,0.0,0,0,1002,0
0,0,0,0,0,"전방의 적 1명을 중심으로 한 범위 내 적 전체 마법 방어력 (중) 감소",1013012,0,0,"스타더스트 매직+",0,101301201,101301202,0.0,0,0,0,0,0,0,1,0,101301201,1.4,0,0,2004,0
0,0,0,0,0,"가장 HP의 비율이 높은 적 하나에 마법 (특대) 데미지를 입히고 스턴 상태로 만듦 / HP 회복량 (특대) 감소",1013013,101301301,0,"에너지 임팩트+",101301303,101301301,101301302,0.0,0,0,0,0,0,0,1,0,101301301,1.4,0,0,2002,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (중) 증가",1013501,0,0,"어웨이크닝 모드",0,101350101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 공격력 (대) 증가",1013511,0,0,"어웨이크닝 모드+",0,101351101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3003,0
0,0,101400104,101400105,0,"앞에서 3번째 적을 중심으로 범위 내 적의 마법 방어력 (특대) 감소 / TP 상승을 (소) 감소시키는 필드 전개 / 행동 속도 (소) 감소",1014001,0,0,"크리미널 프리즌",101400103,101400101,101400102,0.0,0,101400104,0,0,0,0,1,0,0,0.0,0,0,1015,0
0,0,0,0,0,"전방 범위 내 적 전체에게 마법 (소) 데미지 / 대상을 속박 상태로 만듦",1014002,0,0,"루트 오브 바인드",0,101400201,101400202,0.0,0,0,0,0,0,0,1,0,101400201,1.4,0,0,2007,0
0,0,0,0,0,"전방의 적 1명에게 마법 (소) 데미지 / 대상을 혼란 상태로 만듦",1014003,0,0,"미스리드 배럿",0,101400301,101400302,0.0,0,0,0,0,0,0,1,0,101400301,1.4,0,0,2024,0
101401106,101401108,101401104,101401105,0,"앞에서 3번째 적을 중심으로 범위 내 적의 마법 방어력 (특대) 감소 / TP 상승을 (소) 감소시키는 필드 전개 / 행동 속도 (중) 감소 / 【카운트다운】 부여 / 5카운트 후에 적 전체에게 마법 (소) 데미지 / 이 스킬에 의한 데미지로는 적의 TP가 회복되지 않음",1014011,0,0,"트루엔드 케이스",101401103,101401101,101401102,0.0,0,101401104,0,101401105,101401107,0,1,101401105,0,0.0,0,101401105,1015,0
0,0,0,0,0,"전방 범위 내 적 전체에게 마법 (소) 데미지 / 속박 상태로 만듦 / 범위 내 적의 숫자에 따라 속박 시간 증가",1014012,101401201,0,"루트 오브 바인드+",101401203,101401201,101401202,0.0,0,0,0,0,0,0,1,0,0,1.4,0,0,2007,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 방어력 (중) 증가",1014501,0,0,"디텍티브 마인드",0,101450101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3004,0
0,0,0,0,0,"전투 시작 시, 자신의 마법 방어력 (대) 증가",1014511,0,0,"디텍티브 마인드+",0,101451101,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,3004,0
0,0,0,0,0,"아군 전체의 HP (중) 회복 / 아군 전체의 마법 방어력 (소) 증가",1015001,0,0,"시스터 페이버",0,101500101,101500102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1005,0
0,0,0,0,0,"자신의 주변 아군 전체의 마법 공격력 (소) 증가",1015002,0,0,"디바인 포스",0,101500201,0,0.0,0,0,0,0,0,0,1,0,0,1.17,0,0,2003,0
0,0,0,0,0,"가장 앞에 있는 아군 1명의 지속적 HP 회복",1015003,0,0,"어펙션 큐어",0,101500301,0,0.0,0,0,0,0,0,0,1,0,0,1.6,0,0,2005,0
101501106,0,101501104,101501105,0,"아군 전체의 HP (중) 회복 / 마법 방어력 (소) 증가 / 마법 공격력 (특대) 증가 / 마법 크리티컬과 마법 공격 크리티컬 시 데미지 (중) 증가 / 지속적 HP 회복 상태 부여",1015011,0,0,"홀리 엠브레이스",101501103,101501101,101501102,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,1005,0
0,0,0,0,0,"자신의 주변 아군 전체의 마법 공격력 (대) 증가 / 마법 크리티컬 (중) 증가",1015012,0,0,"디바인 포스+",0,101501201,101501202,0.0,0,0,0,0,0,0,1,0,0,1.17,0,0,2003,0
