id,campaign_category,value,system_id,icon_image,start_time,end_time,level_id,shiori_group_id,duplication_order
57,31,2000.0,101,30,"2018/10/21 05:00:00","2018/10/26 04:59:59",0,0,0
58,41,2000.0,101,40,"2018/10/21 05:00:00","2018/10/26 04:59:59",0,0,0
59,32,2000.0,102,30,"2018/10/26 05:00:00","2018/10/31 04:59:59",0,0,0
60,42,2000.0,102,40,"2018/10/26 05:00:00","2018/10/31 04:59:59",0,0,0
61,34,2000.0,103,30,"2018/10/31 05:00:00","2018/11/10 04:59:59",0,0,0
62,44,2000.0,103,40,"2018/10/31 05:00:00","2018/11/10 04:59:59",0,0,0
63,151,1500.0,6004,80,"2018/10/31 12:00:00","2018/11/14 14:59:59",0,0,0
64,152,1500.0,6005,80,"2018/10/31 12:00:00","2018/11/14 14:59:59",0,0,0
65,45,2000.0,104,40,"2018/11/10 05:00:00","2018/11/19 04:59:59",0,0,0
66,31,2000.0,101,30,"2018/11/19 05:00:00","2018/11/24 04:59:59",0,0,0
67,41,2000.0,101,40,"2018/11/19 05:00:00","2018/11/24 04:59:59",0,0,0
68,32,2000.0,102,30,"2018/11/24 05:00:00","2018/11/29 04:59:59",0,0,0
69,42,2000.0,102,40,"2018/11/24 05:00:00","2018/11/29 04:59:59",0,0,0
70,34,2000.0,103,30,"2018/11/29 05:00:00","2018/12/10 04:59:59",0,0,0
71,44,2000.0,103,40,"2018/11/29 05:00:00","2018/12/10 04:59:59",0,0,0
72,151,1500.0,6004,80,"2018/11/30 12:00:00","2018/12/14 14:59:59",0,0,0
73,152,1500.0,6005,80,"2018/11/30 12:00:00","2018/12/14 14:59:59",0,0,0
74,45,2000.0,104,40,"2018/12/10 05:00:00","2018/12/19 04:59:59",0,0,0
75,31,2000.0,101,30,"2018/12/19 05:00:00","2018/12/24 04:59:59",0,0,0
76,41,2000.0,101,40,"2018/12/19 05:00:00","2018/12/24 04:59:59",0,0,0
77,32,2000.0,102,30,"2018/12/24 05:00:00","2018/12/30 04:59:59",0,0,0
78,42,2000.0,102,40,"2018/12/24 05:00:00","2018/12/30 04:59:59",0,0,0
79,34,2000.0,103,30,"2018/12/30 05:00:00","2019/1/11 04:59:59",0,0,0
80,44,2000.0,103,40,"2018/12/30 05:00:00","2019/1/11 04:59:59",0,0,0
81,151,1500.0,6004,80,"2018/12/31 12:00:00","2019/1/14 14:59:59",0,0,0
82,152,1500.0,6005,80,"2018/12/31 12:00:00","2019/1/14 14:59:59",0,0,0
83,45,2000.0,104,40,"2019/1/11 05:00:00","2019/1/21 04:59:59",0,0,0
84,31,2000.0,101,30,"2019/1/15 05:00:00","2019/1/22 04:59:59",0,0,0
85,41,2000.0,101,40,"2019/1/15 05:00:00","2019/1/22 04:59:59",0,0,0
86,32,2000.0,102,30,"2019/1/22 05:00:00","2019/1/27 04:59:59",0,0,0
87,42,2000.0,102,40,"2019/1/22 05:00:00","2019/1/27 04:59:59",0,0,0
88,31,2000.0,101,30,"2019/1/27 05:00:00","2019/1/31 04:59:59",0,0,0
89,41,2000.0,101,40,"2019/1/27 05:00:00","2019/1/31 04:59:59",0,0,0
90,34,2000.0,103,30,"2019/1/31 05:00:00","2019/2/11 04:59:59",0,0,0
91,44,2000.0,103,40,"2019/1/31 05:00:00","2019/2/11 04:59:59",0,0,0
92,151,1500.0,6004,80,"2019/1/31 12:00:00","2019/2/14 14:59:59",0,0,0
93,152,1500.0,6005,80,"2019/1/31 12:00:00","2019/2/14 14:59:59",0,0,0
94,45,2000.0,104,40,"2019/2/11 05:00:00","2019/2/18 04:59:59",0,0,0
95,31,3000.0,101,30,"2019/02/11 05:00:00","2019/02/22 04:59:59",0,0,0
96,41,3000.0,101,40,"2019/02/11 05:00:00","2019/02/22 04:59:59",0,0,0
97,32,3000.0,102,30,"2019/02/22 05:00:00","2019/02/28 04:59:59",0,0,0
98,42,3000.0,102,40,"2019/02/22 05:00:00","2019/02/28 04:59:59",0,0,0
99,34,2000.0,103,30,"2019/2/28 05:00:00","2019/3/11 04:59:59",0,0,0
100,44,2000.0,103,40,"2019/2/28 05:00:00","2019/3/11 04:59:59",0,0,0
101,151,1500.0,6004,80,"2019/2/28 12:00:00","2019/3/14 14:59:59",0,0,0
102,152,1500.0,6005,80,"2019/2/28 12:00:00","2019/3/14 14:59:59",0,0,0
103,45,2000.0,104,40,"2019/3/11 05:00:00","2019/3/21 04:59:59",0,0,0
104,31,2000.0,101,30,"2019/3/15 05:00:00","2019/3/22 04:59:59",0,0,0
105,41,2000.0,101,40,"2019/3/15 05:00:00","2019/3/22 04:59:59",0,0,0
106,34,2000.0,103,30,"2019/3/19 05:00:00","2019/3/23 04:59:59",0,0,0
107,44,2000.0,103,40,"2019/3/19 05:00:00","2019/3/23 04:59:59",0,0,0
108,32,2000.0,102,30,"2019/3/22 05:00:00","2019/3/27 04:59:59",0,0,0
109,42,2000.0,102,40,"2019/3/22 05:00:00","2019/3/27 04:59:59",0,0,0
110,37,2000.0,109,30,"2019/3/22 05:00:00","2019/3/27 04:59:59",0,0,0
111,31,2000.0,101,30,"2019/3/27 05:00:00","2019/3/31 04:59:59",0,0,0
112,41,2000.0,101,40,"2019/3/27 05:00:00","2019/3/31 04:59:59",0,0,0
113,34,2000.0,103,30,"2019/3/31 05:00:00","2019/4/10 04:59:59",0,0,0
114,44,2000.0,103,40,"2019/3/31 05:00:00","2019/4/10 04:59:59",0,0,0
115,151,1500.0,6004,80,"2019/3/31 12:00:00","2019/4/12 20:59:59",0,0,0
116,152,1500.0,6005,80,"2019/3/31 12:00:00","2019/4/12 20:59:59",0,0,0
117,31,2000.0,101,30,"2019/4/10 05:00:00","2019/4/13 04:59:59",0,0,0
118,41,2000.0,101,40,"2019/4/10 05:00:00","2019/4/13 04:59:59",0,0,0
119,45,2000.0,104,40,"2019/4/10 05:00:00","2019/4/20 04:59:59",0,0,0
120,37,2000.0,109,30,"2019/4/13 05:00:00","2019/4/17 04:59:59",0,0,0
121,251,1500.0,7004,80,"2019/4/15 12:00:00","2019/4/22 20:59:59",0,0,0
122,252,1500.0,7005,80,"2019/4/15 12:00:00","2019/4/22 20:59:59",0,0,0
123,31,2000.0,101,30,"2019/4/17 05:00:00","2019/4/20 04:59:59",0,0,0
124,41,2000.0,101,40,"2019/4/17 05:00:00","2019/4/20 04:59:59",0,0,0
125,34,2000.0,103,30,"2019/4/19 05:00:00","2019/4/23 04:59:59",0,0,0
126,44,2000.0,103,40,"2019/4/19 05:00:00","2019/4/23 04:59:59",0,0,0
127,32,2000.0,102,30,"2019/4/20 05:00:00","2019/4/27 04:59:59",0,0,0
128,42,2000.0,102,40,"2019/4/20 05:00:00","2019/4/27 04:59:59",0,0,0
129,31,3000.0,101,30,"2019/04/27 05:00:00","2019/05/02 04:59:59",0,0,0
130,41,3000.0,101,40,"2019/04/27 05:00:00","2019/05/02 04:59:59",0,0,0
131,34,2000.0,103,30,"2019/04/27 05:00:00","2019/05/02 04:59:59",0,0,0
132,44,2000.0,103,40,"2019/04/27 05:00:00","2019/05/02 04:59:59",0,0,0
133,32,3000.0,102,30,"2019/05/02 05:00:00","2019/05/07 04:59:59",0,0,0
134,42,3000.0,102,40,"2019/05/02 05:00:00","2019/05/07 04:59:59",0,0,0
135,45,2000.0,104,40,"2019/05/02 05:00:00","2019/05/07 04:59:59",0,0,0
136,34,2000.0,103,30,"2019/05/07 05:00:00","2019/05/11 04:59:59",0,0,0
137,44,2000.0,103,40,"2019/05/07 05:00:00","2019/05/11 04:59:59",0,0,0
138,151,1500.0,6004,80,"2019/04/30 12:00:00","2019/05/12 20:59:59",0,0,0
139,152,1500.0,6005,80,"2019/04/30 12:00:00","2019/05/12 20:59:59",0,0,0
140,45,2000.0,104,40,"2019/05/11 05:00:00","2019/05/21 04:59:59",0,0,0
141,31,2000.0,101,30,"2019/05/11 05:00:00","2019/05/14 04:59:59",0,0,0
142,41,2000.0,101,40,"2019/05/11 05:00:00","2019/05/14 04:59:59",0,0,0
143,37,2000.0,109,30,"2019/05/14 05:00:00","2019/05/18 04:59:59",0,0,0
144,251,1500.0,7004,80,"2019/05/15 12:00:00","2019/05/22 20:59:59",0,0,0
145,252,1500.0,7005,80,"2019/05/15 12:00:00","2019/05/22 20:59:59",0,0,0
146,34,2000.0,103,30,"2019/05/17 05:00:00","2019/05/22 04:59:59",0,0,0
147,44,2000.0,103,40,"2019/05/17 05:00:00","2019/05/22 04:59:59",0,0,0
148,31,2000.0,101,30,"2019/05/18 05:00:00","2019/05/25 04:59:59",0,0,0
149,41,2000.0,101,40,"2019/05/18 05:00:00","2019/05/25 04:59:59",0,0,0
150,32,2000.0,102,30,"2019/05/25 05:00:00","2019/05/31 04:59:59",0,0,0
151,42,2000.0,102,40,"2019/05/25 05:00:00","2019/05/31 04:59:59",0,0,0
152,34,2000.0,103,30,"2019/05/31 05:00:00","2019/06/11 04:59:59",0,0,0
153,44,2000.0,103,40,"2019/05/31 05:00:00","2019/06/11 04:59:59",0,0,0
154,151,1500.0,6004,80,"2019/05/31 12:00:00","2019/06/14 20:59:59",0,0,0
155,152,1500.0,6005,80,"2019/05/31 12:00:00","2019/06/14 20:59:59",0,0,0
156,31,2000.0,101,30,"2019/06/07 05:00:00","2019/06/11 04:59:59",0,0,0
157,41,2000.0,101,40,"2019/06/07 05:00:00","2019/06/11 04:59:59",0,0,0
158,45,2000.0,104,40,"2019/06/11 05:00:00","2019/06/20 04:59:59",0,0,0
159,31,2000.0,101,30,"2019/06/14 05:00:00","2019/06/22 04:59:59",0,0,0
160,41,2000.0,101,40,"2019/06/14 05:00:00","2019/06/22 04:59:59",0,0,0
161,251,1500.0,7004,80,"2019/06/15 12:00:00","2019/06/22 20:59:59",0,0,0
162,252,1500.0,7005,80,"2019/06/15 12:00:00","2019/06/22 20:59:59",0,0,0
163,34,2000.0,103,30,"2019/06/14 05:00:00","2019/06/18 04:59:59",0,0,0
164,44,2000.0,103,40,"2019/06/14 05:00:00","2019/06/18 04:59:59",0,0,0
165,32,2000.0,102,30,"2019/06/21 05:00:00","2019/06/27 04:59:59",0,0,0
166,42,2000.0,102,40,"2019/06/21 05:00:00","2019/06/27 04:59:59",0,0,0
167,37,2000.0,109,30,"2019/06/21 05:00:00","2019/06/27 04:59:59",0,0,0
168,31,2000.0,101,30,"2019/06/27 05:00:00","2019/06/30 04:59:59",0,0,0
169,41,2000.0,101,40,"2019/06/27 05:00:00","2019/06/30 04:59:59",0,0,0
170,34,2000.0,103,30,"2019/06/30 05:00:00","2019/07/06 04:59:59",0,0,0
171,44,2000.0,103,40,"2019/06/30 05:00:00","2019/07/06 04:59:59",0,0,0
172,151,1500.0,6004,80,"2019/06/30 12:00:00","2019/07/14 20:59:59",0,0,0
173,152,1500.0,6005,80,"2019/06/30 12:00:00","2019/07/14 20:59:59",0,0,0
174,31,2000.0,101,30,"2019/07/6 05:00:00","2019/07/11 04:59:59",0,0,0
175,41,2000.0,101,40,"2019/07/6 05:00:00","2019/07/11 04:59:59",0,0,0
176,37,2000.0,109,30,"2019/07/11 05:00:00","2019/07/15 04:59:59",0,0,0
177,45,2000.0,104,40,"2019/07/11 05:00:00","2019/07/21 04:59:59",0,0,0
178,34,2000.0,103,30,"2019/07/14 05:00:00","2019/07/23 04:59:59",0,0,0
179,44,2000.0,103,40,"2019/07/14 05:00:00","2019/07/23 04:59:59",0,0,0
180,31,2000.0,101,30,"2019/07/15 05:00:00","2019/07/22 04:59:59",0,0,0
181,41,2000.0,101,40,"2019/07/15 05:00:00","2019/07/22 04:59:59",0,0,0
182,32,2000.0,102,30,"2019/07/22 05:00:00","2019/07/28 04:59:59",0,0,0
183,42,2000.0,102,40,"2019/07/22 05:00:00","2019/07/28 04:59:59",0,0,0
184,37,2000.0,109,30,"2019/07/25 05:00:00","2019/07/28 04:59:59",0,0,0
185,31,2000.0,101,30,"2019/07/28 05:00:00","2019/07/31 04:59:59",0,0,0
186,41,2000.0,101,40,"2019/07/28 05:00:00","2019/07/31 04:59:59",0,0,0
187,34,2000.0,103,30,"2019/07/31 05:00:00","2019/08/6 04:59:59",0,0,0
188,44,2000.0,103,40,"2019/07/31 05:00:00","2019/08/6 04:59:59",0,0,0
189,251,1500.0,7004,80,"2019/07/15 12:00:00","2019/07/22 20:59:59",0,0,0
190,252,1500.0,7005,80,"2019/07/15 12:00:00","2019/07/22 20:59:59",0,0,0
191,151,1500.0,6004,80,"2019/07/31 12:00:00","2019/08/13 20:59:59",0,0,0
192,152,1500.0,6005,80,"2019/07/31 12:00:00","2019/08/13 20:59:59",0,0,0
193,31,2000.0,101,30,"2019/08/06 05:00:00","2019/08/11 04:59:59",0,0,0
194,41,2000.0,101,40,"2019/08/06 05:00:00","2019/08/11 04:59:59",0,0,0
195,45,2000.0,104,40,"2019/08/11 05:00:00","2019/08/21 04:59:59",0,0,0
196,37,2000.0,109,30,"2019/08/22 05:00:00","2019/08/28 04:59:59",0,0,0
197,31,2000.0,101,30,"2019/08/28 05:00:00","2019/08/31 04:59:59",0,0,0
198,41,2000.0,101,40,"2019/08/28 05:00:00","2019/08/31 04:59:59",0,0,0
199,34,2000.0,103,30,"2019/08/31 05:00:00","2019/09/06 04:59:59",0,0,0
200,44,2000.0,103,40,"2019/08/31 05:00:00","2019/09/06 04:59:59",0,0,0
201,31,3000.0,101,30,"2019/08/15 05:00:00","2019/08/22 04:59:59",0,0,0
202,41,3000.0,101,40,"2019/08/15 05:00:00","2019/08/22 04:59:59",0,0,0
203,34,2000.0,103,30,"2019/08/15 05:00:00","2019/08/19 04:59:59",0,0,0
204,44,2000.0,103,40,"2019/08/15 05:00:00","2019/08/19 04:59:59",0,0,0
205,32,3000.0,102,30,"2019/08/22 05:00:00","2019/08/28 04:59:59",0,0,0
206,42,3000.0,102,40,"2019/08/22 05:00:00","2019/08/28 04:59:59",0,0,0
207,151,1500.0,6004,80,"2019/08/31 12:00:00","2019/09/14 20:59:59",0,0,0
208,152,1500.0,6005,80,"2019/08/31 12:00:00","2019/09/14 20:59:59",0,0,0
209,251,1500.0,7004,80,"2019/08/15 12:00:00","2019/08/22 20:59:59",0,0,0
210,252,1500.0,7005,80,"2019/08/15 12:00:00","2019/08/22 20:59:59",0,0,0
211,91,1500.0,101,100,"2019/08/31 05:00:00","2019/09/04 04:59:59",0,0,0
212,92,1500.0,102,100,"2019/08/31 05:00:00","2019/09/04 04:59:59",0,0,0
213,93,1500.0,111,100,"2019/08/31 12:00:00","2019/09/04 04:59:59",0,0,0
214,94,1500.0,109,100,"2019/08/31 05:00:00","2019/09/04 04:59:59",0,0,0
215,95,1500.0,112,100,"2019/08/31 12:00:00","2019/09/04 04:59:59",0,0,0
216,96,1500.0,6004,100,"2019/08/31 12:00:00","2019/09/04 04:59:59",0,0,0
217,97,1500.0,6005,100,"2019/08/31 12:00:00","2019/09/04 04:59:59",0,0,0
220,31,2000.0,101,30,"2019/09/04 05:00:00","2019/09/09 04:59:59",0,0,0
221,41,2000.0,101,40,"2019/09/04 05:00:00","2019/09/09 04:59:59",0,0,0
222,37,2000.0,109,30,"2019/09/09 05:00:00","2019/09/14 04:59:59",0,0,0
223,45,2000.0,104,40,"2019/09/11 05:00:00","2019/09/20 04:59:59",0,0,0
224,31,2000.0,101,30,"2019/09/14 05:00:00","2019/09/20 04:59:59",0,0,0
225,41,2000.0,101,40,"2019/09/14 05:00:00","2019/09/20 04:59:59",0,0,0
226,34,2000.0,103,30,"2019/09/14 05:00:00","2019/09/21 04:59:59",0,0,0
227,44,2000.0,103,40,"2019/09/14 05:00:00","2019/09/21 04:59:59",0,0,0
228,32,2000.0,102,30,"2019/09/20 05:00:00","2019/09/26 04:59:59",0,0,0
229,42,2000.0,102,40,"2019/09/20 05:00:00","2019/09/26 04:59:59",0,0,0
230,37,2000.0,109,30,"2019/09/26 05:00:00","2019/09/29 04:59:59",0,0,0
231,31,2000.0,101,30,"2019/09/27 05:00:00","2019/09/30 04:59:59",0,0,0
232,41,2000.0,101,40,"2019/09/27 05:00:00","2019/09/30 04:59:59",0,0,0
233,34,2000.0,103,30,"2019/09/30 05:00:00","2019/10/06 04:59:59",0,0,0
234,44,2000.0,103,40,"2019/09/30 05:00:00","2019/10/06 04:59:59",0,0,0
235,251,1500.0,7004,80,"2019/09/16 12:00:00","2019/09/23 20:59:59",0,0,0
236,252,1500.0,7005,80,"2019/09/16 12:00:00","2019/09/23 20:59:59",0,0,0
237,38,2000.0,112,30,"2019/09/09 05:00:00","2019/09/14 04:59:59",0,0,0
238,151,1500.0,6004,80,"2019/09/30 12:00:00","2019/10/14 20:59:59",0,0,0
239,152,1500.0,6005,80,"2019/09/30 12:00:00","2019/10/14 20:59:59",0,0,0
240,38,2000.0,112,30,"2019/09/26 05:00:00","2019/09/29 04:59:59",0,0,0
241,31,2000.0,101,30,"2019/10/04 05:00:00","2019/10/09 04:59:59",0,0,0
242,41,2000.0,101,40,"2019/10/04 05:00:00","2019/10/09 04:59:59",0,0,0
243,37,2000.0,109,30,"2019/10/09 05:00:00","2019/10/14 04:59:59",0,0,0
244,38,2000.0,112,30,"2019/10/09 05:00:00","2019/10/14 04:59:59",0,0,0
245,45,2000.0,104,40,"2019/10/11 05:00:00","2019/10/20 04:59:59",0,0,0
246,31,2000.0,101,30,"2019/10/14 05:00:00","2019/10/20 04:59:59",0,0,0
247,41,2000.0,101,40,"2019/10/14 05:00:00","2019/10/20 04:59:59",0,0,0
248,34,2000.0,103,30,"2019/10/14 05:00:00","2019/10/21 04:59:59",0,0,0
249,44,2000.0,103,40,"2019/10/14 05:00:00","2019/10/21 04:59:59",0,0,0
250,32,2000.0,102,30,"2019/10/20 05:00:00","2019/10/26 04:59:59",0,0,0
251,42,2000.0,102,40,"2019/10/20 05:00:00","2019/10/26 04:59:59",0,0,0
252,37,2000.0,109,30,"2019/10/26 05:00:00","2019/10/29 04:59:59",0,0,0
253,38,2000.0,112,30,"2019/10/26 05:00:00","2019/10/29 04:59:59",0,0,0
254,31,2000.0,101,30,"2019/10/27 05:00:00","2019/10/31 04:59:59",0,0,0
255,41,2000.0,101,40,"2019/10/27 05:00:00","2019/10/31 04:59:59",0,0,0
256,34,2000.0,103,30,"2019/10/31 05:00:00","2019/11/06 04:59:59",0,0,0
257,44,2000.0,103,40,"2019/10/31 05:00:00","2019/11/06 04:59:59",0,0,0
258,251,1500.0,7004,80,"2019/10/16 12:00:00","2019/10/23 20:59:59",0,0,0
259,252,1500.0,7005,80,"2019/10/16 12:00:00","2019/10/23 20:59:59",0,0,0
260,151,1500.0,6004,80,"2019/10/31 12:00:00","2019/11/14 20:59:59",0,0,0
261,152,1500.0,6005,80,"2019/10/31 12:00:00","2019/11/14 20:59:59",0,0,0
262,251,1500.0,7004,80,"2019/11/15 12:00:00","2019/11/22 20:59:59",0,0,0
263,252,1500.0,7005,80,"2019/11/15 12:00:00","2019/11/22 20:59:59",0,0,0
264,31,2000.0,101,30,"2019/11/06 05:00:00","2019/11/11 04:59:59",0,0,0
265,41,2000.0,101,40,"2019/11/06 05:00:00","2019/11/11 04:59:59",0,0,0
266,37,2000.0,109,30,"2019/11/11 05:00:00","2019/11/16 04:59:59",0,0,0
267,38,2000.0,112,30,"2019/11/11 05:00:00","2019/11/16 04:59:59",0,0,0
268,45,2000.0,104,40,"2019/11/11 05:00:00","2019/11/20 04:59:59",0,0,0
269,31,2000.0,101,30,"2019/11/15 05:00:00","2019/11/20 04:59:59",0,0,0
270,41,2000.0,101,40,"2019/11/15 05:00:00","2019/11/20 04:59:59",0,0,0
271,34,2000.0,103,30,"2019/11/15 05:00:00","2019/11/22 04:59:59",0,0,0
272,44,2000.0,103,40,"2019/11/15 05:00:00","2019/11/22 04:59:59",0,0,0
273,32,2000.0,102,30,"2019/11/20 05:00:00","2019/11/26 04:59:59",0,0,0
274,42,2000.0,102,40,"2019/11/20 05:00:00","2019/11/26 04:59:59",0,0,0
275,37,2000.0,109,30,"2019/11/22 05:00:00","2019/11/26 04:59:59",0,0,0
276,38,2000.0,112,30,"2019/11/22 05:00:00","2019/11/26 04:59:59",0,0,0
277,31,2000.0,101,30,"2019/11/26 05:00:00","2019/11/30 04:59:59",0,0,0
278,41,2000.0,101,40,"2019/11/26 05:00:00","2019/11/30 04:59:59",0,0,0
279,34,2000.0,103,30,"2019/11/30 05:00:00","2019/12/06 04:59:59",0,0,0
280,44,2000.0,103,40,"2019/11/30 05:00:00","2019/12/06 04:59:59",0,0,0
281,81,1500.0,101,80,"2019/11/30 05:00:00","2019/12/31 04:59:59",0,0,0
282,82,1500.0,102,80,"2019/11/30 05:00:00","2019/12/31 04:59:59",0,0,0
283,83,1500.0,111,80,"2019/11/30 05:00:00","2019/12/31 04:59:59",0,0,0
284,84,1500.0,109,80,"2019/11/30 05:00:00","2019/12/31 04:59:59",0,0,0
285,85,1500.0,112,80,"2019/11/30 05:00:00","2019/12/31 04:59:59",0,0,0
286,151,1500.0,6004,80,"2019/11/30 12:00:00","2019/12/14 20:59:59",0,0,0
287,152,1500.0,6005,80,"2019/11/30 12:00:00","2019/12/14 20:59:59",0,0,0
288,251,1500.0,7004,80,"2019/12/16 12:00:00","2019/12/23 20:59:59",0,0,0
289,252,1500.0,7005,80,"2019/12/16 12:00:00","2019/12/23 20:59:59",0,0,0
290,31,2000.0,101,30,"2019/12/04 05:00:00","2019/12/11 04:59:59",0,0,0
291,41,2000.0,101,40,"2019/12/04 05:00:00","2019/12/11 04:59:59",0,0,0
292,45,2000.0,104,40,"2019/12/10 05:00:00","2019/12/19 04:59:59",0,0,0
293,37,2000.0,109,30,"2019/12/11 05:00:00","2019/12/16 04:59:59",0,0,0
294,38,2000.0,112,30,"2019/12/11 05:00:00","2019/12/16 04:59:59",0,0,0
295,34,2000.0,103,30,"2019/12/14 05:00:00","2019/12/22 04:59:59",0,0,0
296,44,2000.0,103,40,"2019/12/14 05:00:00","2019/12/22 04:59:59",0,0,0
297,31,2000.0,101,30,"2019/12/16 05:00:00","2019/12/23 04:59:59",0,0,0
298,41,2000.0,101,40,"2019/12/16 05:00:00","2019/12/23 04:59:59",0,0,0
299,37,2000.0,109,30,"2019/12/23 05:00:00","2019/12/28 04:59:59",0,0,0
300,38,2000.0,112,30,"2019/12/23 05:00:00","2019/12/28 04:59:59",0,0,0
301,32,2000.0,102,30,"2019/12/23 05:00:00","2019/12/28 04:59:59",0,0,0
302,42,2000.0,102,40,"2019/12/23 05:00:00","2019/12/28 04:59:59",0,0,0
303,31,2000.0,101,30,"2019/12/28 05:00:00","2019/12/31 04:59:59",0,0,0
304,41,2000.0,101,40,"2019/12/28 05:00:00","2019/12/31 04:59:59",0,0,0
305,34,2000.0,103,30,"2019/12/31 05:00:00","2020/01/07 04:59:59",0,0,0
