ailment_57,ailment_69,ailment_4,ailment_9,ailment_75,ailment_47,ailment_94,ailment_48,ailment_100,ailment_32,ailment_87,ailment_82,ailment_40,ailment_52,ailment_77,ailment_28,ailment_83,ailment_95,ailment_36,ailment_92,ailment_34,ailment_60,ailment_2,ailment_62,ailment_29,ailment_31,ailment_58,ailment_80,ailment_38,ailment_68,ailment_26,ailment_22,ailment_44,ailment_70,ailment_99,ailment_49,ailment_16,ailment_46,ailment_84,ailment_78,ailment_55,ailment_13,ailment_43,ailment_5,ailment_20,ailment_10,ailment_8,ailment_33,ailment_6,ailment_56,ailment_24,ailment_45,ailment_51,ailment_41,ailment_42,ailment_1,ailment_37,ailment_39,ailment_59,ailment_67,ailment_53,ailment_79,ailment_81,ailment_74,ailment_12,ailment_17,ailment_91,ailment_76,ailment_14,ailment_90,ailment_98,ailment_23,ailment_85,ailment_21,ailment_64,ailment_27,ailment_3,ailment_96,ailment_73,ailment_19,ailment_71,ailment_65,ailment_11,ailment_72,ailment_25,ailment_66,ailment_86,ailment_89,ailment_88,ailment_93,ailment_7,ailment_18,ailment_30,resist_status_id,ailment_15,ailment_97,ailment_61,ailment_50,ailment_54,ailment_63,ailment_35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200000011,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200000012,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,200000013,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200000014,0,0,0,0,0,0,0
0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,90,0,0,0,0,0,0,0,90,0,0,90,0,0,0,0,0,0,0,0,0,0,90,100,0,200000015,90,0,0,0,0,0,0
0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,90,0,0,90,0,0,0,0,0,0,0,0,0,0,90,100,0,200000016,90,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,200000017,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,200000018,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,200000019,100,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,200000020,100,0,0,0,0,0,0
0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,0,100,300000001,100,0,0,100,0,0,0
0,0,30,30,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,30,100,30,30,0,30,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,100,0,30,30,0,0,100,0,0,100,0,0,0,0,0,0,0,30,0,30,300000002,100,0,0,100,0,0,0
0,0,100,30,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,100,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,30,0,100,30,30,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,30,0,0,0,0,0,0,0,100,0,100,300000003,100,0,0,100,0,0,0
0,0,30,30,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,30,0,30,30,30,30,0,30,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,100,0,0,30,0,0,100,0,100,0,30,30,0,0,30,0,0,30,0,0,0,0,0,0,0,30,0,30,300000004,100,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,30,0,100,100,0,0,0,0,30,0,0,0,0,100,0,100,100,100,100,0,100,0,0,30,0,100,100,30,0,30,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,30,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,0,100,300000005,30,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,30,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,0,100,300000006,30,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,30,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,100,100,300000007,30,0,0,100,0,0,0
0,0,100,30,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,100,100,0,0,0,0,30,0,100,30,30,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,30,0,0,0,0,0,0,0,100,100,100,300000008,100,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,50,100,0,0,0,0,100,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,100,100,300000009,100,0,0,100,0,0,0
0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,300000010,100,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,100,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,100,0,100,300000011,100,0,0,100,0,0,0
0,0,100,30,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,30,0,100,30,30,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,0,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,30,0,0,0,0,0,0,0,100,100,100,300000012,100,0,0,100,0,0,0
0,0,100,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,30,30,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,30,0,0,0,0,0,0,0,100,100,100,300000013,100,0,0,100,0,0,0
0,0,100,30,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,30,0,100,30,30,100,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,30,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,30,0,0,0,0,0,0,0,100,100,100,300000014,100,0,0,100,0,0,0
0,0,100,30,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,30,0,100,30,30,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,100,0,0,100,0,0,100,0,0,0,100,100,0,0,100,0,0,30,0,0,0,0,0,0,0,100,100,100,300000015,100,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000016,100,0,0,100,0,0,0
0,0,100,30,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,30,0,100,30,30,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,30,0,0,0,0,0,0,0,100,100,100,300000017,100,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000018,100,0,0,100,0,0,0
0,0,100,30,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,30,0,100,30,30,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,300000019,100,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000020,100,0,0,100,0,0,0
0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,300000021,100,0,0,100,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000022,100,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,30,0,100,30,30,100,0,100,0,0,100,0,0,0,100,0,100,0,0,0,0,0,0,30,100,0,0,0,0,0,100,0,100,0,100,100,0,0,0,0,0,30,0,0,0,0,0,0,0,100,100,100,300000023,100,0,0,100,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,100,0,100,100,100,0,0,100,0,100,100,100,100,100,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,100,100,300000024,100,0,0,100,0,0,100
0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,100,100,100,100,100,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,100,100,300000025,100,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000026,100,0,0,100,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,100,100,100,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000027,100,0,0,100,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,100,0,0,100,100,100,100,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000028,100,0,0,100,0,0,0
0,0,100,30,0,0,0,100,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,30,0,100,30,30,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,30,0,0,0,0,0,0,0,100,100,100,300000029,100,0,0,100,0,0,0
0,0,100,100,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,100,100,300000030,100,0,0,100,0,0,0
0,0,100,100,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,100,100,100,100,100,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,100,100,300000031,100,0,0,100,0,0,0
0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000032,100,0,0,100,0,0,0
0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000033,100,0,0,100,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000034,100,0,0,100,0,0,0
0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,300000035,100,0,0,100,0,0,0
0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,100,0,100,100,100,100,100,100,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,100,100,300000036,100,0,0,100,0,0,0
0,0,100,30,0,0,0,100,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,0,30,0,100,30,30,100,0,100,0,0,100,0,100,100,100,0,100,0,0,0,0,0,0,30,100,0,0,100,0,0,100,0,0,0,100,100,0,0,100,0,0,30,0,0,0,0,0,0,0,100,100,100,300000037,100,0,0,100,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000001,0,0,0,0,0,0,0
