day_count,type,login_bonus_id,voice_id,id,message,additional_param,additional_type,character_name,rate,character_id,luck_pattern
11,0,80001,2,65,"앞으로도 여러 곳을\n조사하게 해줄래?","",0,"미츠키",0,105101,0
11,1,80001,1,66,"너와 만난 지 벌써 1년인가\n도와주려고 했는데","",0,"루카",0,105601,0
11,1,80001,2,67,"반대로 도움받은 적도 있었지\n앞으로도 잘 부탁해!","",0,"루카",0,105601,0
11,2,80001,1,68,"참 빠르네요, 당신을\n만난 지 벌써 1년…","",0,"에리코",0,102701,0
11,2,80001,2,69,"당신과 있으면 시간이 순식간에 흐르고 말아요 시간을 멈추는 연구를 하지 않으면 안 되겠어요…","",0,"에리코",0,102701,0
12,0,80001,1,70,"오빠와 만나고 나서\n벌써 1년이 지났어\n나 조금은 언니다워졌을까?","",0,"아야네",0,102301,0
12,0,80001,2,71,"아, 푸우키치도\n오빠다워졌지?","",0,"아야네",0,102301,0
12,1,80001,1,72,"당신과 만나고\n벌써 1년이 지났네요…\n앞으로도 옆에 있으면서","",0,"치카",0,104201,0
12,1,80001,2,73,"저를 지켜봐 주세요\n가능하면 영원히…","",0,"치카",0,104201,0
12,2,80001,1,74,"오빠랑 만난 지 1년이라\n저, 여전히 한참 부족해요…","",0,"쿠루미",0,102101,0
12,2,80001,2,75,"하, 하지만 앞으로도 쭉…\n함께 있고 싶어요…","",0,"쿠루미",0,102101,0
13,0,80001,1,76,"재회하고 딱 1년이네\n축하하려고 음식을 만들어 왔어~♪\n특제 케이크랑 초밥이랑","",0,"시즈루",0,104901,0
13,0,80001,2,77,"함박스테이크랑 카레랑\n스튜랑 아, 숨길 수 없는\n비법 조미료는 누나의 애정이야!","",0,"시즈루",0,104901,0
13,1,80001,1,78,"오빠랑 재회하고\n벌써 1년이네요\n만나지 못했던 때를 생각하면","",0,"리노",0,101101,0
13,1,80001,2,79,"믿기 힘들 정도로 행복한\n1년이었어요! 내 곁을\n떠나지 마세요♪","",0,"리노",0,101101,0
14,0,80001,1,80,"기사 군과 만나고서 지금까지\n많은 일이 있었지\n즐거웠던 일, 설렜던 일…","",0,"유이",0,100201,0
14,0,80001,2,81,"그런 나날을 앞으로도\n펴, 평생 함께…\n보내고 싶어…!","",0,"유이",0,100201,0
14,1,80001,1,82,"기사 군을 만나고 아직 1년밖에\n지나지 않았다고!?","",0,"히요리",0,100101,0
14,1,80001,2,83,"어쩐지 계속 함께 있었던\n기분이 들어… 에헤헤\n이번 한해도 잘 부탁해!\n기사 군!","",0,"히요리",0,100101,0
14,2,80001,1,84,"처음 너와 만난 지 1년…\n너도 나도 꽤 달라졌어\n더욱 강해질 거야…","",0,"레이",0,100301,0
14,2,80001,2,85,"너에게 내 뒤를 맡길 수 있는 날이\n빨리 오기를…","",0,"레이",0,100301,0
15,0,80001,1,86,"1년이나 절 잊지 않고 있어줘서\n고마워요!","",0,"페코린느",0,105801,0
15,0,80001,2,87,"앞으로도 계속\n기억해 주세요!","",0,"페코린느",0,105801,0
15,1,80001,1,88,"1년이나 이렇게 주인님 곁에\n있을 수 있어 무척 영광입니다\n부디 앞으로도","",0,"콧코로",0,105901,0
15,1,80001,2,89,"오래도록 주인님을 돌볼 수 있게 해주세요\n저는 평생 주인님의\n가이드로 있고 싶습니다","",0,"콧코로",0,105901,0
15,2,80001,1,90,"1년이라, 설마 이렇게\n오랫동안 만난 줄이야~\n하지만 의외로 즐거운 1년이었는지도","",0,"캬루",0,106001,0
15,2,80001,2,91,"그러니까 조금 더 너랑\n어울려 줄게, 기뻐하라고!","",0,"캬루",0,106001,0
0,1,60001,1,92,"새해 시작을\n점괘 뽑기로 해 보는 건 어떨까요?\n좋은 운세가 나오면\n선물도 잔뜩 받을 수 있어요♪","",0,"스즈메",1,112101,0
0,2,60001,0,93,"오늘의 운세는 희길! 모든 운이 최고라고 하네요! 지금이라면 「전설의 흡혈귀」도 부릴 수 있으니, 세계정복도 꿈이 아니에요!","",0,"",1,0,1
0,2,60001,0,94,"오늘의 운세는 희길! 모든 일이 최고조! 장난 아니네요☆ 행운의 아이템은 주먹밥! 배가 든든해서 행복이 지속될 거예요!","",0,"",1,0,1
0,2,60001,0,95,"오늘의 운세는 희길! 최강의 운세로 어떤 실수도 피할 수 있습니다! 소중한 사람과 함께 최고의 하루를 보낼 거예요!","",0,"",1,0,1
0,2,60001,0,96,"오늘의 운세는 희길! 어떤 도전도 이뤄낼 최고의 운세예요! 꿈꿔왔던 모습으로 변신할 수 있는 절호의 기회! 새로운 첫걸음을 내디뎌요!","",0,"",1,0,1
0,2,60001,0,97,"오늘의 운세는 희길! 이 끝내주는 운빨은 그야말로 쇼군 그 자체! 넘치는 위광은 사람들을 끌어당길 겁니다!","",0,"",2,0,1
0,2,60001,0,98,"오늘의 운세는 대길! 운이 쑥쑥 상승하고 있네요! 무슨 일을 해도 최대 효율로 최고 결과가 나올 거예요♪","",0,"",1,0,2
0,2,60001,0,99,"오늘의 운세는 대길! 무슨 일을 해도 잘 풀려서 대활약! 그런 멋진 당신을 보고 뒤에서 누군가가…… 쿡쿡♪","",0,"",1,0,2
0,2,60001,0,100,"오늘의 운세는 대길! 행운의 단어는 「치에룬~♪」 만난 사람 모두에게 말해주면 행복해질 거예요!","",0,"",1,0,2
0,2,60001,0,101,"오늘의 운세는 대길! 최고의 운세로 무적 상태! 용의 눈으로 모든 것을 내다보고 원하던 하루를 지내보세요!","",0,"",1,0,2
0,2,60001,0,102,"오늘의 운세는 대길! 운이 좋아 무언가에 도전해도 좋은 결과 나올 거야! 숨겨진 재능이 빛을 발할지도! 목표는 히데사… 아니, 수재!","",0,"",2,0,2
0,2,60001,0,103,"오늘의 운세는 중길! 장사운이 좋습니다! 행운의 아이템은 붕어빵! 붕어빵 파워로 매출 UP이에요!","",0,"",1,0,3
0,2,60001,0,104,"오늘의 운세는 중길! 여행운이 점점 상승 중♪ 어쩌면 「마호마호 왕국」에도 갈 수 있을지도 모르옵니다♪","",0,"",1,0,3
0,2,60001,0,105,"오늘의 운세는 중길! 업무운이 급상승하고 있어요! 분명 「연옥에 흩날리는 일진의 질풍」처럼 활약할 수 있을 거예요!","",0,"",1,0,3
0,2,60001,0,106,"오늘의 운세는 중길! 때를 기다리면 좋은 결과가! 행운의 아이템인 푸딩을 먹고 행운을 불러들여요!","",0,"",1,0,3
0,2,60001,0,107,"오늘의 운세는 중길! 외출한 곳에서 좋은 인연을 만날 거예요! 어두운 분위기의 빈틈없는 여자아이가 달콤~한 사탕을 줄지도?","",0,"",1,0,3
0,2,60001,0,108,"오늘의 운세는 중길! 대부분의 일은 밀어붙이면 어떻게든 성사됩니다! 행운의 장소는 게임 센터. 펀치 머신으로 스트레스 발산!","",0,"",1,0,3
0,2,60001,0,109,"오늘의 운세는 중길! 착실히 운이 상승하고 있어요! 정령의 가호를 받은 것처럼 많은 일이 잘 풀릴 거예요♪","",0,"",2,0,3
0,2,60001,0,110,"오늘의 운세는 소길! 이른 아침에 행운의 조짐이! 어쩌면 상냥한 누나가 깨우러 와줄지 몰라요♪","",0,"",1,0,4
0,2,60001,0,111,"오늘의 운세는 소길! 운이 상승하고 있지만 올라갈 때까지 주의 필요! 행운의 동물은 곰! 진짜 가족처럼 당신을 지켜줄지도♪","",0,"",1,0,4
0,2,60001,0,112,"오늘의 운세는 소길! 밖에 나가서 느긋하게 보내면 행운 상승! 행운의 장소는 목장. 재밌는 만남이 있을 것 같아요♪","",0,"",1,0,4
0,2,60001,0,113,"오늘의 운세는 소길! 운은 좋지만 해프닝에는 주의! 외출한 곳에서 「수상한 사람」 취급을 받을지도……","",0,"",1,0,4
0,2,60001,0,114,"오늘의 운세는 소길! 한마음 한뜻을 가진 친구를 찾게 될지도! 키워드는 「유니」 기억에 새깁시다!","",0,"",1,0,4
0,2,60001,0,115,"오늘의 운세는 소길! 생각지 못한 상대와 친해질지도? 실수로 험한 말을 듣지 않도록 조심하세요!","",0,"",1,0,4
0,2,60001,0,116,"오늘의 운세는 소길! 신경 쓰지 않고 마음을 편히 가지면 행운 상승! 행운의 인물은 아이돌. 노래가 당신을 행복하게 해줄 거예요♪","",0,"",2,0,4
0,3,60001,2,117,"점괘의 결과는 어떠셨나요?\n새로 시작하는 당신의 하루가\n무척 좋은 날이 되도록\n내일도 기다리고 있을게요♪","",0,"스즈메",0,112101,0
7,3,60001,3,118,"점괘 뽑기는 재미있으셨나요?\n당신의 새로운 한 해가\n근사한 날이 될 수 있도록\n진심으로 기도할게요","",0,"스즈메",0,112101,0
1,0,80003,1,119,"휴~휴~♪\n두둥 빠라밤~♪","",0,"페코린느",0,105801,0
1,1,80003,1,120,"휴~휴~\n두둥 빠라밤~\n입니다","",0,"콧코로",0,105901,0
1,1,80003,2,121,"자, 캬루 님도 함께\n두둥 빠라밤 합시다","",0,"콧코로",0,105901,0
1,2,80003,1,122,"뭐? 잠깐\n갑자기 뭐야?","",0,"캬루",0,106001,0
1,2,80003,2,123,"두둥 빠라밤이 뭐야?\n나도 알 수 있게\n제대로 설명하라고!","",0,"캬루",0,106001,0
1,0,80003,2,124,"실은 말이죠 캬루!\n곧 저희에게 있어서\n중요한 기간……","",0,"페코린느",0,105801,0
1,0,80003,3,125,"『프린세스 커넥트!\nRe:Dive』\n2.5주년이랍니다!\n장난 아니네요☆","",0,"페코린느",0,105801,0
1,1,80003,3,126,"그래서 그날을 향해\n지금부터 분위기를 띄우고 있는 겁니다","",0,"콧코로",0,105901,0
1,2,80003,3,127,"아아, 그러고보니\n그런 시기였나\n그렇다 해도, 조금 더 남았잖아\n성급한 거 아니야?","",0,"캬루",0,106001,0
1,1,80003,4,128,"아뇨, 캬루 님\n이런 축하는 준비부터\n즐기는 것이랍니다\n그렇죠, 페코린느 님?","",0,"콧코로",0,105901,0
1,0,80003,4,129,"그 말대로예요♪ 그런 이유로!\n카운트다운을 시작합니다!\n모두 다 함께 2.5주년을 향해\n신나게 갑시다~☆","",0,"페코린느",0,105801,0
1,2,80003,4,130,"두, 두둥 빠라밤~\n이라니 무슨 말을 하게 하는 거야!\n정말이지, 들떠서는","",0,"캬루",0,106001,0
1,1,80003,5,131,"후후. 캬루 님도 두근두근\n하시는 것 같군요\n그럼 주인님. 소중한 기념일까지\n아무쪼록 기대해주세요","",0,"콧코로",0,105901,0
2,0,80003,5,132,"기념일을 신나게 만들려면\n대체 어떻게 하면 되는데?\n나, 그런 건\n잘 못하는데…","",0,"캬루",0,106001,0
2,1,80003,1,133,"어라, 캬루 씨\n무슨 일 있나요?\n어쩐지 곤란해 보입니다만","",0,"카린",0,190801,0
2,0,80003,6,134,"윽… 카린이잖아\n아무것도 아니야!","",0,"캬루",0,106001,0
2,1,80003,2,135,"그런가요?\n캬루 씨의 일이니 틀림없이\n2.5주년을 어떻게 신나게 만들면\n좋을지 고민하고 있을 줄…","",0,"카린",0,190801,0
2,0,80003,7,136,"알고 있잖아!?\n아, 아니, 아니야!\n나는 별로 그런 일로\n고민하지 않는다고?","",0,"캬루",0,106001,0
2,1,80003,3,137,"후훗…\n이럴 때는, 진심을 담아\n마음을 그대로 말하면\n되지 않을까요?","",0,"카린",0,190801,0
2,0,80003,8,138,"마음을, 말이지\n그게 가장 어려운 거잖아…\n애당초, 나는 기념일 같은 거\n아무래도 좋아","",0,"캬루",0,106001,0
2,0,80003,9,139,"…뭐, 페코린느도 코로스케도\n매우 즐거워 보였으니까…\n이런 축제 분위기 같은 것도\n가끔은 좋겠지, 하고는 생각하지만","",0,"캬루",0,106001,0
2,1,80003,4,140,"그렇군요 그렇군요~\n캬루 씨는 【미식전】에서 축하하는\n2.5주년을 진심으로 기대\n하고 있다는 거군요!","",0,"카린",0,190801,0
2,0,80003,10,141,"뭐어!?\n어떻게 들어야 그렇게 되는 거야!\n나는 별로 기대 같은 거…!","",0,"캬루",0,106001,0
2,1,80003,5,142,"캬루 씨의 진심 어린 마음\n여러분에게도 전해졌나요?\n저도 2.5주년이 기대됩니다!\n이상, 카린이 전해드렸습니다!","",0,"카린",0,190801,0
2,0,80003,11,143,"진심 어린 마음이란 게 뭔데!?\n멋대로 사람 말을\n왜곡하지 말라고!\n이 망할 안경~~~!","",0,"캬루",0,106001,0
3,0,80003,6,144,"페코린느 님, 이제 곧\n기념일이네요\n이런 시점이라는 것은\n감회가 새롭습니다","",0,"콧코로",0,105901,0
3,1,80003,5,145,"여러 가지 추억이 되살아나네요!\n즐거운 일이\n잔뜩 있었어요♪","",0,"페코린느",0,105801,0
3,0,80003,7,146,"네, 그렇습니다\n주인님도 【미식전】 활동 외에도\n다양한 경험을 하셨다고\n들었습니다","",0,"콧코로",0,105901,0
3,0,80003,8,147,"분명… 랜드솔에서 떠들썩하게 화제가\n되었던, 마법 소녀로 변신하는 사람을\n만나셨다든가","",0,"콧코로",0,105901,0
3,1,80003,6,148,"마법 소녀란, 그 맛있고\n영양 가득한 대히트 상품\n『마법 소녀 소세지』 상자에\n그려져있는 여자아이를 말하는 건가요!?","",0,"페코린느",0,105801,0
3,1,80003,7,149,"그 소시지\n맛있죠~♪\n저도 많이 먹고 있어요!","",0,"페코린느",0,105801,0
3,0,80003,9,150,"그리고, 목장에 멋진 온천이\n생겼다든가…","",0,"콧코로",0,105901,0
3,1,80003,8,151,"목장이요!? 온천에 담그면서\n치즈 먹는 것도 좋죠~♪ 생각\n만으로도 군침이 돌 것 같아요!\n장난 아니네요☆","",0,"페코린느",0,105801,0
3,0,80003,10,152,"페코린느 님\n말하자마자 침이…\n지금 닦아드릴게요. 쓱, 쓱","",0,"콧코로",0,105901,0
3,1,80003,9,153,"에헤헤, 감사합니다\n콧코로!","",0,"페코린느",0,105801,0
3,0,80003,11,154,"그나저나, 주인님은\n【미식전】의 일원으로서 다양한\n미식과 만나셨었군요\n저, 감동했습니다","",0,"콧코로",0,105901,0
3,1,80003,10,155,"앞으로도 많은 모험을 해서\n미식을 잔뜩\n맛보도록 합시다!","",0,"페코린느",0,105801,0
4,0,80003,11,156,"2.5주년 카운트 다운♪\n캬루캬루!\n두근두근하네요☆","",0,"페코린느",0,105801,0
4,1,80003,12,157,"아아 진짜, 시끄럽네~\n아직 멀었잖아?\n조금 진정하라고","",0,"캬루",0,106001,0
4,0,80003,12,158,"캬루도 요즘에\n안절부절 못했잖아요~\n아까도 기분 좋은 듯 콧노래를\n흥얼거리고 있었죠?","",0,"페코린느",0,105801,0
4,1,80003,13,159,"뭣…! 드, 듣고 있었어!?\n가 아니라, 흥얼거리지 않았어!?\n너 엉터리 같은 말 하면\n죽여버릴 거야!?","",0,"캬루",0,106001,0
4,0,80003,13,160,"엣헤헤~♪\n저는 요즘의 캬루가\n더욱더 정말 좋아요♪\n엄청 적극적이 되었네요!","",0,"페코린느",0,105801,0
4,1,80003,14,161,"…적극적?\n무슨 말이야?","",0,"캬루",0,106001,0
4,0,80003,14,162,"에이 또 그러네요~♪\n아이돌을 목표로 하기로 한 것\n잊었나요?","",0,"페코린느",0,105801,0
4,0,80003,15,163,"무사 마을에서\n캬루캬룽~☆ 하고!","",0,"페코린느",0,105801,0
4,1,80003,15,164,"앗…!? 아아아아니얏!\n그건 조종당한 것뿐으로\n나는 아이돌 같은 거\n목표로 하고 있지 않다고!!","",0,"캬루",0,106001,0
4,0,80003,16,165,"정말인가요?\n저, 캬루가 무척이나\n흥미로워한다고\n생각했습니다만~","",0,"페코린느",0,105801,0
4,1,80003,16,166,"뭐, 나쁘진 않았지만… 읏\n그, 그러니까 목표로 안 한다고\n말했잖아!!\n무슨 일을 생각나게 하는 거야!?","",0,"캬루",0,106001,0
4,1,80003,17,167,"아아… 안 되겠어…\n이제 죽이는 수밖에 없어…\n2.5주년이 오기 전에\n기억 통째로 지워주겠어~!","",0,"캬루",0,106001,0
5,0,80003,18,168,"2.5주년까지 앞으로 10일…\n흐~음?\n의외로 빠르네?","",0,"캬루",0,106001,0
5,1,80003,12,169,"그렇네요…\n그 날을 위해 해야 할 일은\n아직 많이 있습니다\n정신을 바짝 차려야 합니다…!","",0,"콧코로",0,105901,0
5,0,80003,19,170,"의욕이 넘치네 코로스케…\n그렇게 기를 쓰면 지친다고?\n마음 편하게 하자?","",0,"캬루",0,106001,0
5,1,80003,13,171,"캬루 님…\n감사합니다\n캬루 님은 정말로\n상냥하신 분입니다","",0,"콧코로",0,105901,0
5,0,80003,20,172,"무, 무슨 알 수 없는 말을\n하는 거야…\n나는 상냥하지 않다고","",0,"캬루",0,106001,0
5,1,80003,14,173,"그렇지 않습니다\n…저, 실은 저\n캬루 님에게\n한가지 부탁이 있어서","",0,"콧코로",0,105901,0
5,0,80003,21,174,"부탁? 별일이네\n코로스케가 그런 말을 하다니\n…뭐, 내가 할 수 있는 거라면\n괜찮지만","",0,"캬루",0,106001,0
5,1,80003,15,175,"감사합니다\n실은 기념일을 향해\n『개인기』라는 것을\n준비해 볼까 해서요","",0,"콧코로",0,105901,0
5,0,80003,22,176,"개인기?","",0,"캬루",0,106001,0
5,1,80003,16,177,"네. 캬루캬룽~☆ 을\n참고로, 코로코롱~☆ 이라는\n인사를 생각해봤습니다만\n포즈가 잘 안 되어서…","",0,"콧코로",0,105901,0
5,0,80003,23,178,"~~!! 조금 칭찬받았다고\n우쭐해져서 손해 봤어!!\n웃기지 마 웃기지 마\n웃~기~지~말~라~고!!","",0,"캬루",0,106001,0
6,0,80003,17,179,"앞으로 9일! 이제 얼마 안 남았어요♪\n에헤헤, 너무나도 기대되어서\n밥이 계속 넘어가네요☆","",0,"페코린느",0,105801,0
6,2,80003,24,180,"밥이 계속 넘어가네요☆\n가 아니야~!\n아무리 그래도 너무 많이 먹었다고!\n기념일, 맞이할 수 없게 된다고!?","",0,"캬루",0,106001,0
6,1,80003,17,181,"괜찮습니다, 캬루 님\n식사는 저희가\n걸어온 길 그자체\n니까요","",0,"콧코로",0,105901,0
6,0,80003,18,182,"역시 콧코로\n좋은 말을 하네요!\n그래요, 저희\n【미식전】의 활동 목적은…","",0,"페코린느",0,105801,0
6,2,80003,25,183,"…다 함께 즐겁게 식사를 하는 거\n잖아?\n그만큼 먹으면서 돌아다녔으니까\n알고 있어","",0,"캬루",0,106001,0
6,1,80003,18,184,"네… 그렇습니다♪\n그건 그렇고 저희들\n정말 다양한 것을\n먹으러 다녔네요…","",0,"콧코로",0,105901,0
