prefab_id_battle,comment,unit_name,original_unit_id,end_time,unit_id,cutin_2,start_time,motion_type,cutin_1,normal_atk_cast_time,search_area_width,rarity,kana,prefab_id,exskill_display,cutin2_star6,se_type,is_limited,atk_type,only_disp_owned,move_speed,cutin1_star6,guild_id
0,"【물리】전열에서 아군 수호에 특화된 극도의 부끄럼쟁이. 스킬로 주변 동료의 물리 마법 방어력을 올리면서 근처의 적을 스턴시켜 적의 발을 묶는다.","쿠루미",0,"2030/12/31 15:00:00",102101,0,"2015/04/01 15:00:00",3,102101,1.675,240,1,"쿠루미",102101,0,0,3,0,1,0,450,102101,3
0,"【마법】중열에서 강력한 마법으로 공격하는 쌍둥이 언니. 자신의 HP와 맞바꾸어 마법 공격력을 증폭해 유니온 버스트나 스킬의 위력을 높여 공격한다.","요리",0,"2030/12/31 15:00:00",102201,0,"2015/04/01 15:00:00",6,102201,2.19,575,1,"요리",102201,0,0,6,0,2,0,450,102201,14
0,"【물리】전열에서 전장을 휘젓고 다니는 곰인형 소녀. 유니온 버스트로 적을 힘껏 날려버리는 것과 동시에 스턴과 큰 데미지를 주기 때문에 적 진형을 크게 교란한다.","아야네",0,"2030/12/31 15:00:00",102301,0,"2015/04/01 15:00:00",3,102301,1.425,210,2,"아야네",102301,0,0,3,0,1,0,450,102301,3
0,"【마법】후열에서 회복과 공격을 하는 덜렁이 소녀 메이드. 주변 동료의 HP 회복을 하면서 물리 공격력을 높이는 스킬은 중열ㆍ후열의 공격 캐릭터와 상성이 좋다.","스즈메",0,"2030/12/31 15:00:00",102501,0,"2015/04/01 15:00:00",7,102501,2.27,720,1,"스즈메",102501,0,0,7,0,2,0,450,102501,3
0,"【물리】중열에서 물리 파티를 강화하는 게으름뱅이 소녀. 아군의 물리 공격력을 올리면서 마법 방어력도 올려 공격과 수비 모든 방면에서 파티를 서포트한다.","린",0,"2030/12/31 15:00:00",102601,0,"2015/04/01 15:00:00",6,102601,2.34,550,2,"린",102601,0,0,6,0,1,0,450,102601,3
0,"【물리】전열에서 독 스킬로 적을 분쇄하는 일명 파괴사. 톱 클래스의 공격력을 가졌으며 유니온 버스트로 적의 숨통을 끊는 일격을 가할 때마다 공격력이 더욱 상승한다.","에리코",0,"2030/12/31 15:00:00",102701,0,"2015/04/01 15:00:00",3,102701,1.425,230,2,"에리코",102701,0,0,3,0,1,0,450,102701,11
0,"【물리】중열에서 한방역전을 노리는 모두의 사렌 마마. HP가 깎일수록 데미지가 상승하는 유니온 버스트와 아군의 TP를 회복하는 스킬로 한방에 형세를 역전한다.","사렌",0,"2030/12/31 15:00:00",102801,0,"2015/04/01 15:00:00",4,102801,2.09,430,3,"사렌",102801,0,0,4,0,1,0,450,102801,3
0,"【물리】전열에서 모두의 방패가 되어 싸우는 아이돌 노조밍. 그녀가 스테이지에 서면 아군의 물리 공격력이 큰 폭으로 증가하고 적의 시선을 단번에 끌어당긴다.","노조미",0,"2030/12/31 15:00:00",102901,0,"2015/04/01 15:00:00",4,102901,1.965,160,3,"노조미",102901,0,0,4,0,1,0,450,102901,10
0,"【물리】중열에서 강력한 범위 공격을 하는 인술 사용자. 범위 공격 스킬로 적을 쓰러뜨려 자신의 TP를 회복하고 강력한 유니온 버스트의 발동 빈도를 높인다.","니논",0,"2030/12/31 15:00:00",103001,0,"2015/04/01 15:00:00",5,103001,2.25,415,3,"니논",103001,0,0,5,0,1,0,450,103001,12
0,"【물리】중열에서 아버지인 해골을 소환하여 싸우는 영능력자 소녀. 소환한 아버지는 자신과는 별도의 공격을 하며 데미지를 대신 받기도 한다.","시노부",0,"2030/12/31 15:00:00",103101,0,"2015/04/01 15:00:00",5,103101,2.25,365,2,"시노부",103101,0,0,5,0,1,0,450,103101,14
0,"【물리】전열에서 날뛰며 공격하는 양갓집 규수 검사. 자신의 주변에 아군을 회복하는 필드를 만들고 스스로 전선을 이끄는 모습은 명문가를 짊어진 자의 참모습.","아키노",0,"2030/12/31 15:00:00",103201,0,"2015/04/01 15:00:00",5,103201,2.125,180,3,"아키노",103201,0,0,5,0,1,0,450,103201,8
0,"【물리】중열에서 적의 움직임을 흐트러뜨리는 목장 주인. 적의 전열을 밀어내어 대열을 무너뜨리고 다른 캐릭터가 사용하는 범위 공격 대상에 적을 밀어 넣는다.","마히루",0,"2030/12/31 15:00:00",103301,0,"2015/04/01 15:00:00",6,103301,2.34,395,2,"마히루",103301,0,0,6,0,1,0,450,103301,5
0,"【물리】중열에서 배리어와 회복으로 아군을 지키는 전직 성기사. 상처 입은 동료의 HP나 TP를 회복하는 스킬을 다루고 싸움으로 피해입은 곳을 핀포인트로 서포트한다.","유카리",0,"2030/12/31 15:00:00",103401,0,"2015/04/01 15:00:00",5,103401,2.4,405,1,"유카리",103401,0,0,5,0,1,0,450,103401,8
0,"【마법】후열에서 강력한 마법으로 공격하는 꼬마 우등생. 스킬로 마법 공격력을 순간적으로 높인 후 발사하는 유니온 버스트는 적 하나에 최고의 위력을 발휘한다.","쿄우카",0,"2030/12/31 15:00:00",103601,0,"2015/04/01 15:00:00",7,103601,2.07,810,3,"쿄우카",103601,0,0,7,0,2,0,450,103601,0
0,"【물리】전열에서 재빠른 참격으로 적을 물리치는 검술 소녀. 유니온 버스트로 자신의 공격력 및 행동 속도를 높이고 다른 공격 스킬의 섬멸 능력을 극한까지 높여 적을 제압한다.","토모",0,"2030/12/31 15:00:00",103701,0,"2015/04/01 15:00:00",4,103701,1.965,220,3,"토모",103701,0,0,4,0,1,0,450,103701,2
0,"【물리】최후열에서 고화력 스킬을 연사하는 스나이퍼. 데미지를 입히면서 TP를 회복하는 스킬을 가져 강력한 한 방의 유니온 버스트를 재빠르게 발동한다.","시오리",0,"2030/12/31 15:00:00",103801,0,"2015/04/01 15:00:00",8,103801,1.97,710,2,"시오리",103801,0,0,8,0,1,0,450,103801,5
0,"【물리】최후열에서 상태 이상의 활을 쏘는 외톨이 사수. 데미지와 함께 부여되는 독이나 마비 같은 추가 효과로 방어력이 높은 적이라도 확실하게 HP를 깎는다.","아오이",0,"2030/12/31 15:00:00",104001,0,"2015/04/01 15:00:00",8,104001,1.97,785,1,"아오이",104001,0,0,8,0,1,0,450,104001,9
0,"【마법】후열에서 전열의 전투 중인 동료를 서포트하는 소환사. 유니온 버스트로 아군을 회복하는 동시에 적을 공격하는 요정을 최전선에 소환한다.","치카",0,"2030/12/31 15:00:00",104201,0,"2015/04/01 15:00:00",7,104201,2.27,790,2,"치카",104201,0,0,7,0,2,0,450,104201,10
0,"【물리】전열에서 적의 방어력을 깎는 정의의 수인족. 적 탱커의 방어력을 낮추고 착실히 데미지를 입혀 빠르게 적의 방어를 돌파한다.","마코토",0,"2030/12/31 15:00:00",104301,0,"2015/04/01 15:00:00",5,104301,2.125,165,3,"마코토",104301,0,0,5,0,1,0,450,104301,4
0,"【마법】중열에서 생명력을 깎아 공격하는 「밤을 통치하는 자」. 자신의 HP와 맞바꾸어 발동한 스킬은 높은 파괴력을 자랑하고 범위 공격의 위력은 타의 추종을 불허한다.","이리야",0,"2030/12/31 15:00:00",104401,0,"2015/04/01 15:00:00",3,104401,1.425,425,3,"이리야",104401,0,0,3,0,2,0,450,104401,12
0,"【물리】전열에서 미끼가 되어 공격의 표적이 되는 망상 마조 소녀. 유니온 버스트로 자신에게 마법 배리어를 치고 적의 마법 공격을 흡수하여 HP를 회복한다.","쿠우카",0,"2030/12/31 15:00:00",104501,0,"2015/04/01 15:00:00",2,104501,2.375,130,2,"쿠우카",104501,0,0,2,0,1,0,450,104501,12
0,"【물리】전열의 마법 파티에 강한 자유분방한 고양이 소녀. 공격 스킬은 「마법 공격력이 가장 높은 적」을 집중 공격하여 데미지를 주고 마법 공격력을 약화시키며 TP를 흡수한다.","타마키",0,"2030/12/31 15:00:00",104601,0,"2015/04/01 15:00:00",2,104601,2.25,215,2,"타마키",104601,0,0,2,0,1,0,450,104601,8
0,"【물리】최전열에서 완전 방어 스킬을 쓰는 기사단장. 유니온 버스트로 모든 데미지를 흡수하는 배리어를 전개할 수 있다. 특히 장기전에서 압도적인 방어 성능을 자랑한다.","쥰",0,"2030/12/31 15:00:00",104701,0,"2015/04/01 15:00:00",5,104701,2.125,135,3,"쥰",104701,0,0,5,0,1,0,450,104701,2
0,"【물리】중열의 스턴과 회복 스킬을 가진 용병 전사. 높은 방어력과 자기 회복 능력을 함께 가지고 있어 중열의 수비를 견고하게 하여 파티를 뒷받침한다.","미후유",0,"2030/12/31 15:00:00",104801,0,"2015/04/01 15:00:00",6,104801,2.19,420,2,"미후유",104801,0,0,6,0,1,0,450,104801,8
0,"【물리】전열에서 물리 공격으로부터 아군을 지키는 누나. 물리 공격 무효 배리어를 전개하여 아군을 지키는 한 편 자신에게는 물리 공격 흡수 배리어를 둘러 적 전열을 공격한다.","시즈루",0,"2030/12/31 15:00:00",104901,0,"2015/04/01 15:00:00",5,104901,2.375,285,3,"시즈루",104901,0,0,5,0,1,0,450,104901,6
0,"【마법】후열에서 범위 공격을 하는 레이디ㆍ위치. 여러 번의 범위 공격을 날리는 스킬이나 눈앞의 전 전체를 공격하는 유니온 버스트로 범위 섬멸이 특기다.","미사키",0,"2030/12/31 15:00:00",105001,0,"2015/04/01 15:00:00",7,105001,2.07,760,1,"미사키",105001,0,0,7,0,2,0,450,105001,15
0,"【물리】중열에서 적 약체화 필드를 조종하는 척안의 악마. 필드 유지 시간은 짧지만 범위 내 적의 물리 방어력을 큰 폭으로 낮추는 효과를 가진다.","미츠키",0,"2030/12/31 15:00:00",105101,0,"2015/04/01 15:00:00",5,105101,2.25,565,2,"미츠키",105101,0,0,5,0,1,0,450,105101,11
0,"【물리】최전열에서 동료를 지키는 사랑에 빠진 소녀. 전투 시작되고 잠시 후 가장 후방에서부터 최전선까지 돌진해 적 앞을 가로막는다.","리마",0,"2030/12/31 15:00:00",105201,0,"2015/04/01 15:00:00",4,105201,2.215,105,1,"리마",105201,0,0,4,0,1,0,450,105201,5
0,"【물리】중열에서 아군의 공격을 서포트하는 군인 소녀. 아군의 물리 마법 공격력을 큰 폭으로 증가시키고 공격 속도를 올려서 전투를 빠르게 끝내도록 한다.","모니카",0,"2030/12/31 15:00:00",105301,0,"2015/04/01 15:00:00",4,105301,2.24,410,3,"모니카",105301,0,0,4,0,1,0,450,105301,12
0,"【물리】전열에서 적의 방해에 특화된 재단사 소녀. 적을 강제적으로 이동시켜 진형을 무너뜨리는데다 이동ㆍ행동 속도를 저하시켜 상대의 반격을 늦춘다.","츠무기",0,"2030/12/31 15:00:00",105401,0,"2015/04/01 15:00:00",1,105401,2.42,195,2,"츠무기",105401,0,0,1,0,1,0,450,105401,10
0,"【물리】중열에서 우왕좌왕하며 적을 교란시키는 순정파 소녀. 적을 스턴 상태에 빠뜨리는 스킬 이외에도 유니온 버스트로 암흑과 혼란을 부여하여 적을 방해할 수 있다.","아유미",0,"2030/12/31 15:00:00",105501,0,"2019/03/19 15:00:00",48,105501,2.34,510,1,"아유미",105501,0,0,48,0,1,0,450,105501,12
0,"【물리】전열에서 아군을 위해 검을 휘두르는 멋지고 결기 있는 여장부. 상대에게 카운터를 구사하는 도발이나 적의 방어력을 낮추는 유니온 버스트가 있어 공격과 방어, 양쪽에서 실력을 발휘한다.","루카",0,"2030/12/31 15:00:00",105601,0,"2018/11/03 19:00:00",4,105601,1.965,158,3,"루카",105601,0,0,4,0,1,0,450,105601,2
0,"【물리】전열에서 선수필승의 대형 기술을 차례로 쏟아내는 기공사. 스킬에 의한 TP 회복은 유니온 버스트의 발동을 촉진시켜 배틀 초반부터 적의 전열에 큰 데미지를 입힌다.","지타",0,"2030/12/31 15:00:00",105701,0,"2015/04/01 15:00:00",4,105701,1.965,245,3,"지타",105701,0,0,4,0,1,0,450,170101,4
0,"【물리】전열에서 전력을 다해 동료를 지키는 배고픈 검사. 높은 HP와 더불어 스스로 HP 회복을 할 수 있어 마지막까지 아군의 방패 역할을 맡는다.","페코린느",0,"2030/12/31 15:00:00",105801,0,"2015/04/01 15:00:00",5,105801,2.25,155,1,"페코린느",105801,0,0,5,0,1,0,450,105801,1
0,"【물리】중열에서 보조와 공격으로 모두를 지탱하는 가이드 무녀. 유니온 버스트는 아군 전체의 공격력 상승과 더불어 자신을 회복하기 때문에 지속적인 서포트가 가능하다.","콧코로",0,"2030/12/31 15:00:00",105901,0,"2015/04/01 15:00:00",6,105901,2.34,500,1,"콧코로",105901,0,0,6,0,1,0,450,105901,1
0,"【마법】후열에서 강력한 전체 공격을 하는 기가 센 고양이 소녀. 스킬로 적의 물리ㆍ마법 양쪽의 방어력을 낮추기 때문에 어떠한 편성에서도 전투를 유리하게 이끌 수 있다.","캬루",0,"2030/12/31 15:00:00",106001,0,"2015/04/01 15:00:00",7,106001,2.07,750,1,"캬루",106001,0,0,7,0,2,0,450,106001,1
0,"【물리】전열에서 전설의 검 「천루패단검」을 휘두르는 소녀. 작은 기술을 구사하는 일반적인 전투 스타일이지만 유니온 버스트 사용 후에는 「천루패단검」을 들고 적을 베어버린다.","무이미",0,"2025/12/01 14:59:59",106101,0,"2025/11/28 15:00:00",2,106101,1.8,162,3,"무이미",106101,0,0,2,1,1,0,450,106101,7
0,"【물리】후열의 장기전에 뛰어난 숲의 수호자 견습생. TP회복으로 빠르게 유니온 버스트를 쓰는 것이 가능. 게다가 사용 후에는 스킬효과가 상승하기 때문에 높은 파괴력을 자랑한다.","아리사",0,"2030/12/31 15:00:00",106301,0,"2015/04/01 15:00:00",8,106301,1.97,625,3,"아리사",106301,0,0,8,0,1,0,450,106301,1
0,"【물리】중열에서 빙설을 다루어 적을 얼리는 빙룡 소녀. 유니온 버스트로 획득하는 【빙룡의 표식】을 소비해서 스킬 효과를 증폭하고, 청렴한 검술로 적을 베어 쓰러뜨린다.","셰피",0,"2030/12/31 15:00:00",106401,0,"2022/03/15 15:00:00",4,106401,1.84,368,3,"셰피",106401,0,0,4,0,1,0,450,106401,1
0,"【물리】전열에서 적을 때려눕히는 싸움꾼 드래곤족. 스킬로 자신의 물리 공격력을 높여 전신전령의 힘을 쏟아낸다. 첫 유니온 버스트는 초거대한 파괴력을 자랑한다.","카야",0,"2030/12/31 15:00:00",106501,0,"2020/12/15 15:00:00",1,106501,2.17,168,3,"카야",106501,0,0,1,0,1,0,450,106501,17
0,"【물리】전열에서 범위 공격이 특기인 달변가 드래곤 소녀. 유니온 버스트로 범위내 적을 한데 모아 날려버리고, 진형을 흐트러뜨렸을 때, 적을 단숨에 태워버린다.","이노리",0,"2030/12/31 15:00:00",106601,0,"2021/07/19 15:00:00",3,106601,1.55,197,3,"이노리",106601,0,0,3,0,1,0,450,106601,17
0,"【마법】후열에서 무궁한 마력으로 모든 것을 지배하는 용의 수령. 방해 되는 적을 용안으로 붙들고 다채로운 보조계 스킬로 적의 마법 공격에 대한 내성을 약화시켜 뇌성벽력의 일격으로 잿더미로 만든다.","호마레",0,"2025/12/01 14:59:59",106701,0,"2025/11/28 15:00:00",21,106701,2.27,727,3,"호마레",106701,0,0,7,1,2,0,450,106701,17
0,"【물리】중열에서 모든 것을 자유자재로 창조하는 『미궁여왕』. 칠관의 권능을 해방하는 유니온 버스트로 자신을 극대로 강화하고 비교할 데 없는 공격 능력으로 원수를 무찌른다.","라비리스타",0,"2025/12/01 14:59:59",106801,0,"2025/11/28 15:00:00",4,106801,1.55,560,3,"라비리스타",106801,0,0,4,1,1,0,450,106801,6
0,"【물리】후열에서 하늘의 별을 눈동자에 담고, 패도를 나아가는 황제. 권능을 해방하고 적 전체의 배리어와 모든 스테이터스 증가 효과를 해제하며, 내구력 감소와 복수의 광범위 공격으로 적을 멸한다.","카이저 인사이트",0,"2030/12/31 15:00:00",106901,0,"2023/12/15 15:00:00",0,106901,2.0,660,3,"카이저 인사이트",106901,0,0,45,1,1,0,450,106901,1
0,"【마법】후열에서 분신을 생성해 적을 압도하는 『변모대비』. 분신은 네네카 자신과 똑같은 스킬을 사용해 적을 공격한다. 그 높은 공격 밀도와 제압력은 타의 추종을 불허한다.","네네카",0,"2025/12/01 14:59:59",107001,0,"2025/11/28 15:00:00",0,107001,2.0,660,3,"네네카",107001,0,0,0,1,2,0,450,107001,1
0,"【물리】전열에서 절대적인 제압력을 자랑하는 『서약여군』. 공격과 방어는 물론 최대 파괴력을 자랑하는 유니온 버스트와 그 발동을 가속하는 TP 증가 스킬도 함께 가지고 있다.","크리스티나",0,"2025/12/01 14:59:59",107101,0,"2025/11/28 15:00:00",10,107101,2.0,290,3,"크리스티나",107101,0,0,4,1,1,0,450,107101,2
0,"【물리】전열에서 강렬한 범위 공격을 하는 해변의 공주님. 빙수를 먹고 물리 공격력을 단숨에 증가시켜 유니온 버스트를 발동하여 전방의 적을 섬멸한다.","페코린느(여름)",0,"2025/07/25 14:59:59",107501,0,"2025/07/20 15:00:00",5,107501,2.125,235,3,"페코린느",107501,0,0,5,1,1,0,450,107501,1
0,"【물리】중열에서 물리 캐릭터의 보조를 하는 치유의 무녀. HP가 가장 적은 동료 1명을 치료하는 특대 회복 스킬을 가지고 있어 빈사 상태라도 순식간에 치유한다.","콧코로(여름)",0,"2030/12/31 15:00:00",107601,0,"2021/07/19 15:00:00",6,107601,2.34,535,1,"콧코로",107601,0,0,6,1,1,0,450,107601,1
0,"【마법】후열에서 방어 능력이 뛰어난 여름의 덜렁이 소녀 메이드. 아군 전체의 방어력 증가와 HP 회복을 연속으로 하며 공격을 막아주는 골렘을 소환하여 전선을 보조한다.","스즈메(여름)",0,"2025/07/25 14:59:59",107701,0,"2025/07/20 15:00:00",7,107701,2.07,775,3,"스즈메",107701,0,0,7,1,2,0,450,107701,3
0,"【마법】후열에서 적 하나에게 강력한 공격을 입히는 한여름의 고양이 소녀. 스킬로 적의 마법 방어력을 낮춘 후 적 하나에게 마법 공격을 연속으로 퍼부어 큰 데미지를 입힌다.","캬루(여름)",0,"2025/07/25 14:59:59",107801,0,"2025/07/20 15:00:00",7,107801,1.92,780,3,"캬루",107801,0,0,7,1,2,0,450,107801,1
0,"【물리】전열에서 연속 공격을 쏟아내는 바닷가의 자유분방한 고양이 소녀. 무작위 적에게 단일 공격을 총 4번 입히는 유니온 버스트는 대상이 무작위로 정해지지만 위력은 상당하다.","타마키(여름)",0,"2025/07/25 14:59:59",107901,0,"2025/07/20 15:00:00",2,107901,2.0,225,3,"타마키",107901,0,0,2,1,1,0,450,107901,8
0,"【물리】중열에서 공격과 보조, 양쪽 모두를 해내는 바다의 용병. 유니온 버스트 효과로 아군 전체의 물리 공격력을 높이고 물리 공격 파티의 능력 향상에 한몫한다.","미후유(여름)",0,"2030/12/31 15:00:00",108001,0,"2015/04/02 15:00:00",6,108001,2.19,495,1,"미후유",108001,0,0,6,1,1,0,450,108001,8
0,"【물리】중열에서 약해진 적을 베어버리는 할로윈 밤의 영능력자 소녀. 약해진 적 하나에게 큰 데미지를 입히는 유니온 버스트는 대상을 격파하면 적 전체에 추가 데미지를 입힌다.","시노부(할로윈)",0,"2025/10/26 14:59:59",108101,0,"2025/10/19 15:00:00",3,108101,1.55,440,3,"시노부",108101,0,0,3,1,1,0,450,108101,0
0,"【물리】중열에서 적진의 후방을 공격하는 유령 늑대 소녀. 전방의 상대를 무시하고 방해 스킬이나 유니온 버스트를 적 후방에 사용한다. 특히 방어력이 낮은 캐릭터에게 위협적이다.","미야코(할로윈)",0,"2030/12/31 15:00:00",108201,0,"2021/10/21 15:00:00",1,108201,2.42,590,1,"미야코",108201,0,0,1,1,1,0,450,108201,0
0,"【마법】후열에서 방해 스킬을 구사하는 세련된 마법 소녀. 상대를 유혹 상태에 빠뜨리는 스킬이나 상태 이상을 동시에 여러 개 부여하는 유니온 버스트로 상대를 교란한다.","미사키(할로윈)",0,"2025/10/26 14:59:59",108301,0,"2025/10/19 15:00:00",7,108301,2.07,815,3,"미사키",108301,0,0,7,1,2,0,450,108301,15
0,"【마법】후열에서 정령을 창환하여 싸우는 눈꽃의 가희. 유니온 버스트로 소환하는 정령들은 HP 및 TP를 회복하는 능력이 있으며 불리한 전황을 뒤바꾼다.","치카(크리스마스)",0,"2026/01/30 14:59:59",108401,0,"2026/01/22 15:00:00",7,108401,2.27,770,3,"치카",108401,0,0,7,1,2,0,450,108401,10
0,"【물리】전열에서 종소리로 아군을 지키는 작은 여배우. 공격받을 때까지 주변에 있는 아군의 방어력을 큰 폭으로 높이는 스킬을 가지고 있다. 적절히 활용하면 비할 데 없는 내구력을 자랑한다.","쿠루미(크리스마스)",0,"2030/12/31 15:00:00",108501,0,"2015/04/01 15:00:00",3,108501,1.55,295,1,"쿠루미",108501,0,0,3,1,1,0,450,108501,15
